PublicID,V3J_PublicID,V3J_Complete,V3J_Status,V3JVer,V3JDATE_INT,V3JA01a,V3JA01b,V3JA01c,V3JA01d,V3JA01e,V3JA01f,V3JA01g,V3JA01h,V3JA01i,V3JA01j,V3JA02a,V3JA02b,V3JA02c,V3JA02d,V3JA02e,V3JA02f,V3JA02g,V3JA02h,V3JA02i,V3JA02j
10066J,10066J,Complete,Passed,2,-77,4,3,3,3,4,3,3,3,4,4,2,1,2,2,2,3,3,2,2,2
10073M,10073M,Complete,Passed,2,-80,4,3,4,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,1,1
10074K,10074K,Complete,Passed,2,-88,4,4,4,4,4,4,4,3,3,4,1,1,1,1,1,1,1,1,1,1
10075I,10075I,Complete,Passed,2,-72,4,4,4,4,4,3,4,4,4,3,2,2,2,3,3,2,3,3,2,2
10077E,10077E,Complete,Passed,2,-85,3,3,1,2,1,1,1,1,3,2,2,3,2,3,3,2,2,3,1,2
10078C,10078C,Complete,Passed,2,-83,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4
10083J,10083J,Complete,Passed,2,-93,4,4,4,4,3,2,3,4,3,4,2,2,2,2,2,2,1,2,1,1
10086D,10086D,Complete,Passed,2,-76,4,2,3,3,3,3,1,2,3,2,3,2,2,2,2,2,4,2,2,1
10087B,10087B,Complete,Passed,2,-85,4,3,3,3,4,3,3,4,4,4,4,4,2,2,2,3,3,3,2,2
10090M,10090M,Complete,Passed,2,-81,4,2,3,2,3,2,2,4,4,3,2,4,3,3,2,2,2,3,2,2
10091K,10091K,Complete,Passed,2,-83,3,4,3,3,4,2,3,1,4,3,2,1,2,2,1,1,1,3,1,2
10092I,10092I,Complete,Passed,2,-71,4,4,3,2,2,4,3,3,2,3,1,2,2,2,2,2,2,1,1,1
10094E,10094E,Complete,Passed,2,-77,4,4,3,2,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1
10098T,10098T,Complete,Passed,2,-79,3,3,2,3,3,3,3,3,4,2,2,2,2,3,2,1,2,2,1,2
10101K,10101K,Complete,Passed,2,-77,4,3,3,2,4,4,4,2,3,4,2,2,1,1,1,1,1,2,1,1
10102I,10102I,Complete,Passed,2,-80,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,2,3,1,1,2
10103G,10103G,Complete,Passed,2,-76,4,4,4,4,4,4,4,4,4,4,2,3,1,2,2,1,2,1,1,1
10104E,10104E,Complete,Passed,2,-78,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2
10108T,10108T,Complete,Passed,2,-72,4,3,4,4,4,4,3,2,4,3,2,2,1,1,1,2,2,1,1,1
10111H,10111H,Complete,Passed,2,-81,4,3,3,3,3,3,1,1,2,2,2,1,3,1,1,2,2,1,1,2
10115W,10115W,Complete,Passed,2,-107,4,4,4,4,3,3,3,3,4,3,3,1,2,2,1,4,4,2,1,2
10116U,10116U,Complete,Reviewed,2,-80,4,,3,3,,,2,4,4,,4,,1,1,1,1,4,2,2,3
10118Q,10118Q,Complete,Passed,2,-82,3,4,2,4,4,4,3,4,4,4,1,2,2,2,2,2,2,1,1,2
10119O,10119O,Complete,Passed,2,-37,4,4,3,3,3,3,3,3,3,2,1,1,2,3,2,2,2,3,1,1
10120G,10120G,Complete,Passed,2,-74,4,4,4,4,4,4,3,4,4,4,1,1,3,1,2,1,2,1,1,1
10123A,10123A,Complete,Passed,2,-86,2,1,2,1,1,3,2,3,1,1,3,2,1,1,1,1,1,2,1,1
10124V,10124V,Complete,Passed,2,-74,3,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1
10126R,10126R,Complete,Passed,2,-92,4,3,4,4,4,3,3,3,4,3,1,1,1,1,1,2,2,1,2,1
10133U,10133U,Complete,Passed,2,-113,4,3,3,2,3,3,1,1,3,2,2,2,2,2,2,3,2,2,2,2
10134S,10134S,Complete,Passed,2,-77,3,4,4,4,4,3,2,2,3,4,2,1,1,2,1,1,1,2,1,2
10136O,10136O,Complete,Passed,2,-88,3,3,2,3,3,3,2,3,4,4,3,2,2,3,3,2,3,2,2,3
10137M,10137M,Complete,Passed,2,-94,3,1,2,3,3,1,1,2,3,1,3,1,4,4,3,1,2,3,1,4
10140A,10140A,Complete,Passed,2,-82,4,3,4,4,4,3,3,3,4,4,1,2,1,2,2,1,1,1,1,2
10141V,10141V,Complete,Passed,2,-112,3,3,3,4,3,4,2,2,4,4,4,3,4,2,4,2,4,2,3,3
10142T,10142T,Complete,Passed,2,-82,4,4,3,4,4,2,4,3,3,3,2,1,2,2,2,3,3,2,2,2
10143R,10143R,Complete,Passed,2,-89,4,4,4,4,4,4,4,4,4,4,2,1,2,1,2,2,2,1,2,1
10144P,10144P,Complete,Passed,2,-78,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,1
10146L,10146L,Complete,Passed,2,-84,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
10148H,10148H,Complete,Passed,2,-76,3,4,3,2,3,2,3,3,3,2,2,2,1,2,2,3,2,2,1,2
10149F,10149F,Complete,Passed,2,-87,4,4,3,3,4,3,4,4,4,4,2,1,1,1,1,2,2,1,1,1
10150U,10150U,Complete,Passed,2,-87,3,4,2,2,3,3,3,2,4,4,3,2,2,2,2,1,1,2,2,2
10151S,10151S,Complete,Passed,2,-87,4,1,4,4,2,1,2,4,4,4,1,1,2,1,1,1,2,1,1,2
10153O,10153O,Complete,Passed,2,-94,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
10158E,10158E,Complete,Passed,2,-88,3,2,3,3,4,4,1,1,3,3,2,2,4,3,3,3,2,1,1,1
10160R,10160R,Complete,Passed,2,-83,3,4,3,4,4,3,2,2,4,4,3,2,3,3,3,4,2,3,2,2
10161P,10161P,Complete,Passed,2,-77,4,3,4,2,4,4,3,2,3,3,2,2,2,1,1,3,1,2,1,1
10164J,10164J,Complete,Passed,2,-83,4,2,4,4,4,4,4,4,4,4,2,3,1,2,2,1,2,2,1,1
10165H,10165H,Complete,Passed,2,-81,4,4,4,3,3,2,2,3,4,3,4,1,1,2,2,3,3,2,1,2
10167D,10167D,Complete,Passed,2,-96,4,1,1,2,1,2,2,3,4,2,4,2,2,1,1,1,2,3,1,2
10169W,10169W,Complete,Passed,2,-71,4,4,3,3,2,2,1,1,3,2,2,2,3,4,4,4,4,2,2,3
10172K,10172K,Complete,Passed,2,-77,4,3,3,3,2,2,2,3,3,3,2,1,1,3,2,2,3,2,1,1
10173I,10173I,Complete,Passed,2,-80,4,4,3,4,4,4,4,4,4,4,2,1,1,1,1,1,2,1,1,2
10177A,10177A,Complete,Passed,2,-82,3,3,4,3,4,3,2,3,2,2,2,2,2,2,2,1,1,1,2,1
10178V,10178V,Complete,Passed,2,-78,4,2,4,1,4,4,4,4,4,4,2,3,2,2,2,3,1,2,1,2
10181J,10181J,Complete,Passed,2,-96,3,2,3,2,3,2,2,3,3,2,3,3,2,2,2,2,2,2,1,2
10184D,10184D,Complete,Passed,2,-83,4,4,4,4,3,4,4,4,4,4,2,1,2,1,1,2,2,3,3,4
10186W,10186W,Complete,Passed,2,-81,4,1,1,3,4,4,4,1,4,4,4,3,1,4,4,4,1,4,4,4
10187U,10187U,Complete,Passed,2,-77,4,3,2,4,3,3,2,4,4,1,1,1,1,1,2,4,3,1,1,2
10189Q,10189Q,Complete,Passed,2,-115,4,4,3,2,2,2,1,1,1,3,1,3,2,1,2,2,2,1,2,1
10190I,10190I,Complete,Passed,2,-81,4,4,4,4,4,4,4,1,4,4,1,1,1,1,1,1,2,1,1,1
10191G,10191G,Complete,Passed,2,-77,4,4,3,3,4,1,2,3,3,4,2,1,3,2,2,1,2,2,1,1
10193C,10193C,Complete,Passed,2,-95,4,4,4,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,1,2
10194A,10194A,Complete,Passed,2,-84,4,4,3,4,3,2,2,2,4,3,2,2,1,3,3,2,3,2,1,3
10198P,10198P,Complete,Passed,2,-70,4,2,3,3,4,3,3,3,3,2,2,2,2,1,1,1,2,1,1,1
10199N,10199N,Complete,Passed,2,-91,3,4,2,3,4,3,2,4,3,2,2,2,1,2,2,4,3,3,2,2
10200I,10200I,Complete,Passed,2,-89,2,3,2,3,3,3,2,2,3,3,2,1,2,1,2,3,3,3,3,1
10201G,10201G,Complete,Passed,2,-91,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,4,4,2,2,2
10202E,10202E,Complete,Passed,2,-91,4,4,4,4,4,4,3,4,4,4,2,1,1,1,1,1,2,1,1,1
10203C,10203C,Complete,Passed,2,-80,4,4,4,4,4,4,4,4,4,4,2,2,1,2,2,2,2,1,1,1
10204A,10204A,Complete,Passed,2,-88,4,4,4,4,3,4,4,4,4,4,1,1,1,1,2,2,2,1,1,1
10208P,10208P,Complete,Passed,2,-83,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2
10210F,10210F,Complete,Passed,2,-89,4,4,4,4,4,4,4,4,4,2,1,1,2,1,1,2,1,1,1,1
10211D,10211D,Complete,Passed,2,-82,4,4,4,1,4,3,4,4,4,4,3,2,4,3,3,2,2,3,1,4
10212B,10212B,Complete,Passed,2,-87,4,4,3,4,3,3,2,3,4,2,1,2,2,2,1,2,3,1,1,2
10216Q,10216Q,Complete,Passed,2,-79,3,4,2,4,4,4,2,2,3,2,2,3,2,2,3,1,1,2,2,2
10217O,10217O,Complete,Passed,2,-79,4,4,4,4,4,4,4,3,4,4,2,1,1,2,2,2,1,1,1,2
10221A,10221A,Complete,Passed,2,-95,4,3,4,3,3,2,4,4,4,3,2,1,2,1,2,1,1,1,3,2
10222V,10222V,Complete,Passed,2,-74,4,3,4,3,3,3,1,3,3,2,2,1,2,2,1,1,2,2,1,2
10223T,10223T,Complete,Passed,2,-96,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,2,1,2,1,1
10226N,10226N,Complete,Passed,2,-90,4,4,3,4,4,3,4,4,4,4,2,2,1,3,3,4,4,1,1,2
10227L,10227L,Complete,Passed,2,-111,4,4,4,4,4,4,4,4,4,4,2,1,2,2,2,2,2,1,1,1
10228J,10228J,Complete,Passed,2,-80,4,2,3,3,3,2,3,2,3,2,1,2,1,1,1,3,3,2,2,2
10229H,10229H,Complete,Passed,2,-75,3,2,3,3,3,3,3,3,3,4,1,1,1,1,2,1,1,1,1,1
10230W,10230W,Complete,Passed,2,-88,3,1,2,3,2,2,1,2,3,4,2,2,2,2,2,2,2,1,1,1
10231U,10231U,Complete,Passed,2,-82,4,3,3,4,4,4,4,4,4,4,2,1,1,1,1,2,2,1,1,2
10232S,10232S,Complete,Passed,2,-80,4,4,4,4,4,4,4,4,4,4,2,2,1,2,2,1,2,2,1,1
10238G,10238G,Complete,Passed,2,-79,3,1,3,3,3,3,3,2,3,1,2,1,2,2,2,2,2,1,1,1
10243N,10243N,Complete,Passed,2,-74,4,4,2,2,3,1,1,3,3,4,4,1,3,2,2,2,2,3,1,2
10244L,10244L,Complete,Passed,2,-75,4,4,3,3,3,3,3,3,4,3,1,2,2,2,2,1,1,1,1,2
10245J,10245J,Complete,Passed,2,-81,2,3,2,3,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2
10246H,10246H,Complete,Passed,2,-88,3,3,2,3,4,2,3,2,3,3,2,2,3,2,2,2,1,2,2,2
10249B,10249B,Complete,Passed,2,-75,4,3,3,4,4,3,1,3,4,3,2,2,2,1,1,1,2,2,1,3
10250Q,10250Q,Complete,Passed,2,-105,4,4,3,3,3,2,3,3,1,2,3,1,3,3,4,1,4,2,1,4
10252M,10252M,Complete,Passed,2,-84,3,1,4,3,3,3,3,4,4,4,1,2,2,1,2,1,2,2,1,1
10253K,10253K,Complete,Passed,2,-54,3,3,3,3,4,3,2,4,3,2,2,1,2,1,1,2,2,1,1,1
10256E,10256E,Complete,Passed,2,-121,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
10258A,10258A,Complete,Passed,2,-108,3,3,2,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1
10260N,10260N,Complete,Passed,2,-81,4,4,1,1,4,4,3,4,4,3,2,1,1,1,1,1,2,1,1,1
10261L,10261L,Complete,Passed,2,-93,4,4,3,3,4,3,3,2,4,4,2,1,2,3,3,2,1,1,1,1
10264F,10264F,Complete,Passed,2,-76,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,1,2,1,1,1
10265D,10265D,Complete,Passed,2,-82,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,2,1,1,1
10274C,10274C,Complete,Passed,2,-94,4,2,3,3,4,3,2,2,3,4,2,1,1,1,2,2,2,1,2,1
10277T,10277T,Complete,Passed,2,-80,4,4,4,4,4,4,4,4,4,3,1,1,2,1,1,1,1,1,1,1
10278R,10278R,Complete,Passed,2,-86,3,3,2,3,2,2,1,2,2,3,1,2,2,2,2,2,2,2,2,1
10279P,10279P,Complete,Passed,2,-86,4,1,3,3,3,4,2,2,4,1,4,1,1,2,2,4,4,4,1,3
10282D,10282D,Complete,Passed,2,-71,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2
10283B,10283B,Complete,Passed,2,-76,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1
10285U,10285U,Complete,Passed,2,-83,4,4,4,3,3,3,4,4,3,3,1,2,2,1,1,2,2,1,1,2
10288O,10288O,Complete,Passed,2,-106,2,1,4,3,4,3,2,2,2,2,2,1,2,2,2,2,3,1,1,2
10289M,10289M,Complete,Passed,2,-81,3,4,3,4,2,2,1,2,3,2,3,3,2,1,2,2,3,3,2,3
10292A,10292A,Complete,Passed,2,-88,3,2,3,3,4,3,2,3,2,3,1,2,3,2,2,2,2,2,2,1
10295R,10295R,Complete,Passed,2,-110,4,3,3,4,3,4,4,3,4,2,2,1,2,3,3,3,2,2,3,2
10296P,10296P,Complete,Passed,2,-93,4,4,4,4,4,3,3,3,4,4,2,2,2,3,3,1,2,2,2,3
10298L,10298L,Complete,Passed,2,-73,3,4,3,4,4,2,4,2,4,3,1,2,2,1,1,2,2,1,2,1
10299J,10299J,Complete,Passed,2,-80,4,4,2,4,4,4,4,4,4,4,1,2,1,3,2,1,1,1,1,2
10300E,10300E,Complete,Passed,2,-39,4,4,2,4,3,3,4,2,3,2,2,2,2,2,3,1,2,4,2,3
10305R,10305R,Complete,Passed,2,-80,4,3,2,2,2,2,2,2,4,4,1,3,2,1,2,1,2,2,1,3
10307N,10307N,Complete,Reviewed,2,-105,2,4,4,3,3,4,3,3,4,4,1,1,3,1,,2,2,2,2,2
10308L,10308L,Complete,Passed,2,-81,3,3,3,3,3,3,3,3,3,3,2,2,3,2,1,2,2,1,1,1
10309J,10309J,Complete,Passed,2,-79,4,3,3,3,3,2,1,1,3,2,2,2,1,3,2,2,3,3,1,2
10310B,10310B,Complete,Passed,2,-91,3,4,4,4,4,3,4,4,4,4,2,1,2,1,1,1,1,2,1,1
10313S,10313S,Complete,Passed,2,-82,4,4,3,4,2,2,1,2,3,3,2,2,2,2,2,3,1,2,2,2
10315O,10315O,Complete,Passed,2,-75,4,3,3,2,4,3,1,3,3,3,2,2,2,3,2,2,3,2,2,2
10317K,10317K,Complete,Passed,2,-81,4,4,3,2,3,2,3,2,3,4,1,1,2,2,1,1,1,2,1,1
10318I,10318I,Complete,Passed,2,-82,4,4,4,4,4,4,4,4,4,4,1,2,2,2,1,3,4,3,1,2
10320V,10320V,Complete,Passed,2,-84,4,2,4,4,4,4,4,4,4,4,2,1,1,2,2,4,2,2,1,2
10324N,10324N,Complete,Passed,2,-86,4,4,3,4,4,4,4,4,4,4,1,1,2,2,2,2,1,2,1,1
10328F,10328F,Complete,Passed,2,-78,4,4,4,4,4,4,4,3,4,4,2,1,2,2,2,2,2,2,1,2
10330S,10330S,Complete,Passed,2,-81,3,2,2,2,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2
10340P,10340P,Complete,Passed,2,-84,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
10342L,10342L,Complete,Passed,2,-91,4,3,3,3,3,3,2,1,3,2,3,2,2,2,2,2,3,3,1,2
10344H,10344H,Complete,Passed,2,-81,4,3,2,4,4,3,4,2,2,3,2,1,1,1,2,2,2,2,2,1
10345F,10345F,Complete,Passed,2,-80,4,4,4,4,4,4,4,4,4,4,3,3,2,1,1,1,1,1,1,1
10346D,10346D,Complete,Passed,2,-66,4,3,4,4,4,4,2,2,4,4,2,2,2,2,2,2,2,2,1,1
10349U,10349U,Complete,Passed,2,-31,4,4,3,3,4,4,4,4,4,1,4,1,3,1,2,2,2,3,3,2
10350M,10350M,Complete,Passed,2,-77,4,4,4,4,4,4,4,4,4,4,2,1,2,3,3,3,2,1,2,2
10351K,10351K,Complete,Passed,2,-72,4,2,2,3,3,2,2,2,3,2,3,2,2,2,2,2,3,2,1,1
10353G,10353G,Complete,Passed,2,-88,2,4,3,3,4,4,3,4,3,3,2,2,2,3,2,3,4,2,1,3
10354E,10354E,Complete,Passed,2,-77,4,4,4,4,4,4,4,4,4,4,2,1,2,1,1,1,2,1,1,1
10355C,10355C,Complete,Passed,2,-72,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,1
10356A,10356A,Complete,Passed,2,-76,4,3,3,4,3,2,1,3,3,2,2,2,3,2,2,2,3,2,2,3
10357V,10357V,Complete,Passed,2,-73,4,4,3,4,4,3,4,4,4,4,3,1,4,3,1,2,2,3,3,2
10359R,10359R,Complete,Passed,2,-101,4,4,4,4,4,4,4,3,4,4,3,2,2,4,4,3,1,1,1,4
10367S,10367S,Complete,Passed,2,-65,4,4,2,4,4,1,3,4,4,4,2,2,2,2,2,2,2,3,2,2
10368Q,10368Q,Complete,Passed,2,-80,4,4,4,4,4,4,4,4,4,4,2,1,3,1,1,1,1,1,1,1
10370G,10370G,Complete,Passed,2,-100,3,2,2,3,3,2,3,3,3,3,2,1,1,1,1,2,2,1,1,1
10371E,10371E,Complete,Passed,2,-90,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
10374V,10374V,Complete,Passed,2,-75,4,2,4,4,4,4,2,3,4,2,3,1,2,1,1,1,4,2,1,1
10375T,10375T,Complete,Passed,2,-75,4,4,4,4,2,1,4,2,3,3,2,1,1,2,2,2,2,2,2,4
10376R,10376R,Complete,Passed,2,-90,4,3,3,3,4,4,4,3,3,3,1,1,2,1,1,1,2,1,1,1
10382W,10382W,Complete,Passed,2,-74,3,3,3,2,3,3,4,3,3,3,2,2,3,2,2,2,2,3,2,1
10386O,10386O,Complete,Passed,2,-81,3,3,2,4,3,2,2,3,3,3,1,1,2,2,2,2,2,1,1,1
10390A,10390A,Complete,Passed,2,-104,4,3,3,2,3,4,4,4,4,3,2,1,2,1,2,1,2,2,2,2
10393R,10393R,Complete,Passed,2,-97,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1
10394P,10394P,Complete,Passed,2,-79,4,2,2,4,3,2,1,2,2,2,3,1,2,1,1,2,2,2,2,1
10396L,10396L,Complete,Passed,2,-87,4,3,2,4,2,3,3,2,4,2,3,4,2,1,2,2,3,2,3,4
10398H,10398H,Complete,Passed,2,-102,3,2,1,1,1,2,1,1,1,2,3,2,1,3,3,1,1,2,1,2
10399F,10399F,Complete,Passed,2,-104,4,3,3,3,4,4,4,4,4,3,2,2,2,2,2,1,2,1,1,1
10400A,10400A,Complete,Passed,2,-104,3,3,3,4,3,3,4,3,4,4,2,2,1,3,2,2,2,2,2,2
10405N,10405N,Complete,Passed,2,-89,4,3,3,3,3,3,3,3,4,4,2,2,2,2,2,2,1,1,1,2
10409F,10409F,Complete,Passed,2,-78,4,4,4,4,4,4,4,4,4,4,2,2,1,2,2,2,2,1,1,1
10411S,10411S,Complete,Passed,2,-91,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,2,1,1,1
10414M,10414M,Complete,Passed,2,-79,4,4,4,4,4,3,4,3,4,3,2,2,2,2,2,2,2,2,2,3
10417G,10417G,Complete,Passed,2,-101,4,2,3,2,3,3,1,2,2,2,2,2,1,1,1,2,1,1,2,1
10418E,10418E,Complete,Passed,2,-90,4,4,4,4,4,4,4,4,4,4,2,2,1,3,3,2,3,1,2,2
10420R,10420R,Complete,Passed,2,-76,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1
10421P,10421P,Complete,Passed,2,-95,4,4,3,3,4,4,4,4,4,4,1,1,1,1,1,2,2,1,1,1
10422N,10422N,Complete,Passed,2,-72,4,4,4,3,3,3,2,2,3,3,3,4,2,4,3,1,2,1,1,2
10426F,10426F,Complete,Passed,2,-104,4,3,3,3,4,2,3,2,3,2,2,1,2,1,1,2,2,1,1,1
10432K,10432K,Complete,Reviewed,2,-58,4,4,4,3,4,3,4,4,4,4,1,2,,1,2,2,1,1,1,1
10433I,10433I,Complete,Passed,2,-81,3,4,4,4,2,4,2,3,4,3,4,2,4,2,2,1,4,2,3,2
10434G,10434G,Complete,Passed,2,-88,4,3,3,2,4,2,1,2,2,3,3,2,2,1,1,2,2,2,2,1
10435E,10435E,Complete,Passed,2,-78,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10438V,10438V,Complete,Passed,2,-93,4,4,4,4,3,1,1,1,2,4,2,1,1,3,3,4,4,1,4,1
10440L,10440L,Complete,Passed,2,-84,4,3,3,4,4,3,4,3,4,3,2,2,2,1,1,2,1,1,2,1
10441J,10441J,Complete,Passed,2,-78,4,4,3,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,2
10447U,10447U,Complete,Passed,2,-95,4,4,4,4,4,4,3,4,4,4,2,2,1,1,1,1,2,1,1,2
10449Q,10449Q,Complete,Passed,2,-87,4,3,3,2,3,3,3,2,3,3,2,2,2,3,3,2,2,2,1,1
10451G,10451G,Complete,Passed,2,-107,4,4,4,3,4,3,4,3,4,3,1,1,2,2,2,1,2,1,1,1
10452E,10452E,Complete,Passed,2,-106,3,3,4,2,3,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1
10453C,10453C,Complete,Passed,2,-97,4,4,2,4,4,4,2,2,4,3,1,1,2,2,2,2,2,1,2,2
10454A,10454A,Complete,Passed,2,-76,3,3,3,2,2,2,2,2,3,3,2,1,2,2,2,3,2,1,1,1
10457R,10457R,Complete,Passed,2,-81,4,4,4,4,4,2,3,4,4,1,1,2,1,1,1,1,1,2,1,1
10458P,10458P,Complete,Passed,2,-79,4,4,3,3,3,3,3,3,3,3,2,1,2,1,1,3,3,1,1,1
10460F,10460F,Complete,Passed,2,-100,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
10464U,10464U,Complete,Passed,2,-78,4,4,3,4,4,3,4,4,4,4,2,1,2,1,1,1,1,1,1,1
10465S,10465S,Complete,Passed,2,-83,4,1,2,4,3,3,3,3,3,1,2,1,3,1,2,1,1,4,1,2
10469K,10469K,Complete,Passed,2,-101,4,4,4,4,4,3,4,3,4,3,1,1,1,1,1,1,1,1,1,1
10475P,10475P,Complete,Passed,2,-79,2,3,3,3,2,2,3,3,4,3,2,2,4,3,1,2,2,2,1,2
10478J,10478J,Complete,Passed,2,-84,4,4,4,4,2,4,3,4,4,4,4,4,1,4,4,4,4,4,4,4
10479H,10479H,Complete,Passed,2,-101,3,4,4,4,4,4,2,3,1,1,4,3,4,4,4,4,4,4,1,2
10482S,10482S,Complete,Passed,2,-81,4,2,2,3,4,3,2,4,4,3,1,1,1,1,1,1,2,1,1,1
10483Q,10483Q,Complete,Passed,2,-72,4,4,3,3,4,3,4,3,4,4,2,1,2,2,2,2,3,3,1,2
10486K,10486K,Complete,Passed,2,-82,4,3,3,3,4,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1
10489E,10489E,Complete,Passed,2,-80,4,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2
10492P,10492P,Complete,Passed,2,-79,3,4,3,4,4,3,3,3,3,3,2,2,3,2,2,2,3,1,1,1
10493N,10493N,Complete,Passed,2,-93,4,2,2,3,3,3,3,4,4,4,1,1,1,2,2,2,1,1,1,1
10494L,10494L,Complete,Passed,2,-84,4,3,4,3,4,3,4,4,4,2,2,1,4,1,1,2,1,1,1,1
10497F,10497F,Complete,Passed,2,-84,1,4,4,1,4,1,1,1,4,1,3,3,1,3,3,1,3,3,1,3
10498D,10498D,Complete,Passed,2,-77,4,2,1,2,1,1,2,2,4,3,2,2,4,4,4,4,4,2,2,2
10499B,10499B,Complete,Passed,2,-83,4,4,2,3,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2
10500T,10500T,Complete,Passed,2,-74,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,1
10501R,10501R,Complete,Passed,2,-80,4,2,3,3,3,2,2,2,2,1,2,1,2,2,2,1,1,2,1,2
10503N,10503N,Complete,Passed,2,-112,4,3,3,4,4,3,3,3,4,2,2,1,3,3,2,2,3,2,3,4
10505J,10505J,Complete,Passed,2,-81,4,4,4,4,4,4,4,4,4,4,2,1,2,2,1,1,1,1,1,1
10506H,10506H,Complete,Passed,2,-94,4,4,4,4,4,4,4,4,4,4,2,2,3,1,1,3,2,1,1,1
10507F,10507F,Complete,Passed,2,-71,4,4,4,4,4,3,4,1,4,2,2,2,2,2,2,2,4,1,1,1
10508D,10508D,Complete,Passed,2,-85,3,4,3,3,4,2,4,4,4,4,2,2,2,1,2,2,2,1,1,1
10510Q,10510Q,Complete,Passed,2,-84,2,3,2,3,4,2,3,1,4,2,3,3,4,1,3,2,2,2,1,4
10511O,10511O,Complete,Passed,2,-82,4,3,3,3,3,3,3,2,4,3,3,2,3,2,2,1,2,2,1,2
10512M,10512M,Complete,Passed,2,-103,3,3,3,3,3,2,2,3,3,2,3,2,2,2,2,2,2,3,2,2
10514I,10514I,Complete,Passed,2,-92,4,4,3,4,4,3,3,2,4,3,2,4,2,3,2,1,3,2,1,3
10518A,10518A,Complete,Passed,2,-74,4,4,4,4,4,3,4,3,4,3,2,1,2,2,2,2,2,2,1,2
10519V,10519V,Complete,Passed,2,-119,4,4,4,4,4,4,4,4,4,3,2,2,2,1,1,2,2,3,1,2
10521L,10521L,Complete,Passed,2,-88,4,4,4,4,4,2,4,4,4,4,1,2,2,2,3,2,3,3,2,3
10522J,10522J,Complete,Passed,2,-77,3,3,3,3,4,2,2,2,2,3,2,1,2,3,2,3,2,2,1,2
10524F,10524F,Complete,Passed,2,-81,4,4,2,2,2,4,4,4,3,4,2,1,2,1,1,1,1,2,1,2
10525D,10525D,Complete,Passed,2,-64,4,1,3,4,3,2,1,2,4,1,2,1,2,2,3,2,2,2,1,1
10530K,10530K,Complete,Passed,2,-78,3,3,3,4,4,3,3,4,4,4,2,2,3,2,2,3,2,1,1,1
10531I,10531I,Complete,Passed,2,-82,4,1,3,3,3,3,3,3,3,3,1,1,2,2,1,2,2,2,2,2
10532G,10532G,Complete,Passed,2,-79,3,2,3,3,3,3,2,2,2,2,2,2,3,2,3,3,4,4,4,2
10534C,10534C,Complete,Passed,2,-75,3,2,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2
10536V,10536V,Complete,Passed,2,-105,4,2,1,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1
10537T,10537T,Complete,Passed,2,-78,4,1,2,1,4,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1
10540H,10540H,Complete,Passed,2,-110,4,1,2,3,3,4,3,4,3,1,4,1,2,4,4,3,4,4,2,4
10541F,10541F,Complete,Passed,2,-113,4,2,3,3,1,4,3,4,4,1,1,1,1,1,1,1,3,1,1,1
