PublicID,V3J_PublicID,V3J_Complete,V3J_Status,V3JVer,V3JDATE_INT,V3JA01a,V3JA01b,V3JA01c,V3JA01d,V3JA01e,V3JA01f,V3JA01g,V3JA01h,V3JA01i,V3JA01j,V3JA02a,V3JA02b,V3JA02c,V3JA02d,V3JA02e,V3JA02f,V3JA02g,V3JA02h,V3JA02i,V3JA02j
09604O,09604O,Complete,Passed,2,-79,3,4,4,4,3,3,3,3,3,3,2,1,1,1,1,2,2,1,1,1
09605M,09605M,Complete,Passed,2,-70,3,3,3,3,3,3,3,2,3,2,2,2,1,2,2,2,2,2,2,2
09607I,09607I,Complete,Passed,2,-86,3,2,3,3,3,2,3,3,3,3,1,1,1,1,1,1,2,2,1,2
09610T,09610T,Complete,Passed,2,-88,4,4,3,3,3,2,3,2,3,3,3,2,3,1,2,3,2,2,2,2
09611R,09611R,Complete,Passed,2,-78,3,3,4,4,4,4,4,4,4,4,2,1,2,1,1,1,1,2,1,1
09616H,09616H,Complete,Passed,2,-72,3,3,3,3,2,2,3,3,3,2,2,1,3,1,1,2,2,2,2,2
09617F,09617F,Complete,Passed,2,-72,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,1,1,1
09619B,09619B,Complete,Passed,2,-72,4,3,2,3,4,2,3,2,3,3,2,1,2,2,1,4,4,1,1,1
09620Q,09620Q,Complete,Passed,2,-76,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,4,4,3,2
09621O,09621O,Complete,Passed,2,-117,4,1,2,4,4,3,2,3,2,4,1,2,1,3,3,3,1,1,1,1
09623K,09623K,Complete,Passed,2,-76,4,2,3,3,2,3,2,3,3,2,3,3,3,1,2,2,2,3,2,1
09624I,09624I,Complete,Passed,2,-91,3,4,3,2,2,2,2,3,2,3,1,1,2,1,1,1,2,1,1,1
09628A,09628A,Complete,Passed,2,-100,3,3,2,2,3,4,2,2,3,3,1,2,3,2,2,2,3,2,2,3
09630N,09630N,Complete,Passed,2,-99,4,4,2,4,4,3,4,3,4,4,3,3,2,2,2,2,3,2,2,2
09632J,09632J,Complete,Passed,2,-84,4,4,4,1,4,1,3,4,4,3,1,2,1,1,1,4,2,2,2,1
09635D,09635D,Complete,Passed,2,-72,4,3,4,4,4,3,2,1,2,3,2,2,2,1,2,2,1,2,1,1
09636B,09636B,Complete,Passed,2,-98,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,3,2,2,2
09638U,09638U,Complete,Passed,2,-113,4,3,3,3,3,3,3,3,3,2,1,1,2,2,2,1,2,1,1,2
09639S,09639S,Complete,Passed,2,-82,4,4,1,4,4,3,2,1,4,4,4,1,2,1,1,1,4,2,1,1
09640K,09640K,Complete,Passed,2,-102,3,1,1,3,2,2,2,2,3,2,2,1,2,3,3,2,3,2,2,2
09641I,09641I,Complete,Passed,2,-82,3,3,3,3,3,2,2,3,2,3,1,2,2,1,2,2,2,2,2,2
09642G,09642G,Complete,Passed,2,-86,4,4,4,4,4,4,4,3,3,4,1,1,2,1,1,1,1,1,1,1
09643E,09643E,Complete,Passed,2,-77,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
09644C,09644C,Complete,Passed,2,-79,4,2,2,2,3,2,3,2,2,1,2,2,3,4,3,3,4,1,1,2
09645A,09645A,Complete,Passed,2,-111,4,4,3,4,3,3,2,2,4,2,3,4,2,2,2,3,4,2,2,4
09646V,09646V,Complete,Passed,2,-79,4,4,2,2,4,3,3,4,3,3,3,4,3,3,3,3,4,3,3,2
09648R,09648R,Complete,Passed,2,-85,4,3,4,3,3,3,2,3,2,2,3,2,1,1,1,1,2,1,2,1
09649P,09649P,Complete,Passed,2,-73,4,3,4,3,4,4,2,3,4,4,3,1,2,3,2,4,2,4,4,1
09651F,09651F,Complete,Passed,2,-71,4,4,3,4,4,4,4,4,3,4,2,1,1,3,3,1,3,3,3,4
09652D,09652D,Complete,Passed,2,-90,3,4,2,3,4,3,1,3,4,2,2,2,2,3,3,3,2,1,1,2
09653B,09653B,Complete,Passed,2,-72,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2
09654W,09654W,Complete,Passed,2,-71,4,3,3,4,3,3,3,3,2,3,2,2,3,2,2,2,3,3,2,2
09656S,09656S,Complete,Passed,2,-89,3,2,4,4,3,4,2,4,4,2,2,3,2,2,2,2,1,2,1,1
09659M,09659M,Complete,Passed,2,-88,4,3,2,4,3,3,2,2,3,3,2,1,2,3,2,3,1,2,1,1
09660E,09660E,Complete,Passed,2,-98,4,3,3,1,2,2,3,3,3,3,2,4,4,4,4,4,2,4,4,4
09661C,09661C,Complete,Passed,2,-102,4,3,4,2,3,3,3,4,3,3,3,1,3,2,2,1,1,2,1,1
09664T,09664T,Complete,Passed,2,-79,3,3,2,3,3,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1
09665R,09665R,Complete,Passed,2,-66,4,3,2,1,1,3,3,3,4,3,2,3,2,1,2,4,4,2,3,3
09669J,09669J,Complete,Passed,2,-75,4,1,3,4,4,4,4,3,4,1,3,2,4,3,3,1,4,1,1,3
09671W,09671W,Complete,Passed,2,-91,4,3,3,4,4,3,4,2,4,4,2,3,2,3,2,1,2,1,1,3
09672U,09672U,Complete,Passed,2,-103,4,4,4,3,4,3,1,2,4,3,3,1,2,2,2,2,2,2,1,3
09673S,09673S,Complete,Passed,2,-105,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,2,2,2,2
09674Q,09674Q,Complete,Passed,2,-93,4,2,3,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,3
09675O,09675O,Complete,Passed,2,-93,3,3,4,2,3,3,3,4,3,3,2,1,3,1,1,2,1,2,2,1
09676M,09676M,Complete,Passed,2,-79,3,3,2,1,2,2,1,3,2,3,2,2,2,2,3,2,3,3,2,2
09678I,09678I,Complete,Passed,2,-86,4,3,3,3,4,3,3,3,4,4,1,2,2,1,2,1,1,2,1,2
09680V,09680V,Complete,Passed,2,-71,4,4,4,3,4,4,2,3,4,1,2,1,2,1,2,2,2,1,1,1
09681T,09681T,Complete,Passed,2,-89,3,3,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,2
09682R,09682R,Complete,Passed,2,-83,4,3,4,4,4,4,3,3,3,3,2,2,2,2,1,2,2,1,1,1
09683P,09683P,Complete,Passed,2,-86,4,4,3,4,3,2,3,3,4,3,2,2,2,2,2,2,2,2,2,2
09684N,09684N,Complete,Passed,2,-75,3,2,1,2,2,2,1,1,1,2,2,1,3,2,1,2,2,1,1,1
09685L,09685L,Complete,Passed,2,-96,3,1,2,2,2,1,1,3,3,4,2,3,2,2,3,2,3,1,1,3
09692O,09692O,Complete,Passed,2,-87,3,3,3,3,4,2,3,4,2,3,1,2,2,1,1,2,2,1,1,1
09696G,09696G,Complete,Passed,2,-93,3,4,2,1,3,3,4,3,3,4,4,1,3,2,2,1,1,4,3,3
09698C,09698C,Complete,Passed,2,-77,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
09699A,09699A,Complete,Passed,2,-81,3,3,4,3,3,2,1,2,3,2,1,1,2,3,3,2,2,2,1,2
09701Q,09701Q,Complete,Passed,2,-87,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,1,2,2,2,2
09702O,09702O,Complete,Passed,2,-78,4,3,3,3,3,1,4,2,4,4,3,3,3,2,2,3,3,3,3,3
09703M,09703M,Complete,Passed,2,-92,3,3,2,3,2,2,2,3,3,3,2,2,2,1,1,2,3,2,2,1
09706G,09706G,Complete,Passed,2,-77,3,4,2,2,2,2,4,4,4,3,2,1,3,2,2,1,2,2,1,2
09707E,09707E,Complete,Passed,2,-82,3,4,4,4,4,4,4,4,4,4,2,1,3,2,2,2,4,2,4,4
09715F,09715F,Complete,Passed,2,-78,3,4,4,2,4,4,4,4,4,4,2,2,3,2,3,4,4,2,2,1
09722I,09722I,Complete,Passed,2,-91,4,4,2,4,4,4,4,2,3,4,1,2,3,2,1,1,1,1,2,1
09725C,09725C,Complete,Passed,2,-77,4,3,3,3,3,3,3,3,3,3,2,1,2,1,1,1,2,2,1,2
09726A,09726A,Complete,Passed,2,-109,4,3,3,3,2,3,4,4,4,4,3,2,2,1,2,2,2,1,2,2
09729R,09729R,Complete,Passed,2,-126,3,4,4,3,3,1,3,3,4,3,3,1,1,2,2,1,2,1,1,1
09735W,09735W,Complete,Passed,2,-79,4,4,4,3,4,3,4,4,4,4,1,1,1,1,2,2,2,1,1,1
09736U,09736U,Complete,Passed,2,-80,4,3,4,4,3,2,3,2,4,2,2,2,2,1,2,2,2,2,2,2
09737S,09737S,Complete,Passed,2,-84,3,3,3,3,3,3,3,3,3,3,1,2,1,1,2,2,2,1,2,1
09738Q,09738Q,Complete,Passed,2,-95,4,3,4,3,4,3,4,4,4,3,2,1,1,1,1,1,2,1,1,1
09739O,09739O,Complete,Passed,2,-87,4,3,3,3,3,3,3,3,3,3,2,1,1,2,2,2,3,1,1,2
09747P,09747P,Complete,Passed,2,-62,4,4,4,4,4,4,4,3,4,4,1,1,2,2,3,4,4,4,2,3
09748N,09748N,Complete,Passed,2,-91,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,2,1,1,1,2
09751B,09751B,Complete,Passed,2,-83,4,4,4,4,4,4,4,4,4,4,3,1,1,1,2,1,3,3,3,3
09754S,09754S,Complete,Passed,2,-88,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1
09760A,09760A,Complete,Passed,2,-46,2,2,2,2,2,3,2,3,3,3,2,2,2,3,3,4,4,3,2,4
09761V,09761V,Complete,Passed,2,-5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2
09763R,09763R,Complete,Passed,2,-76,4,3,3,2,3,2,2,3,4,3,2,2,2,2,2,2,2,2,2,3
09764P,09764P,Complete,Passed,2,-80,3,4,4,4,2,3,4,3,4,4,4,2,3,2,3,2,4,4,2,3
09766L,09766L,Complete,Passed,2,-80,4,4,3,3,2,3,3,3,4,3,1,1,1,2,1,1,3,2,2,1
09767J,09767J,Complete,Passed,2,-80,4,3,3,4,4,3,4,3,4,3,1,2,1,1,1,2,1,1,1,1
09768H,09768H,Complete,Passed,2,-83,4,4,4,3,4,3,3,3,3,4,1,1,1,1,1,1,1,1,1,2
09769F,09769F,Complete,Passed,2,-84,4,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
09770U,09770U,Complete,Passed,2,-82,4,4,4,4,3,3,1,2,3,4,1,1,2,1,1,1,1,1,1,1
09771S,09771S,Complete,Passed,2,-84,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4
09774M,09774M,Complete,Passed,2,-91,4,3,3,3,3,3,3,4,4,3,1,1,1,1,1,2,2,1,1,1
09775K,09775K,Complete,Passed,2,-99,4,4,4,4,4,4,4,2,4,2,2,1,1,1,1,1,1,1,1,1
09776I,09776I,Complete,Passed,2,-69,4,3,4,4,4,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1
09779C,09779C,Complete,Passed,2,-89,4,4,2,3,3,3,2,2,3,3,1,1,2,2,2,2,2,2,1,2
09780R,09780R,Complete,Passed,2,-114,4,4,3,4,3,3,3,3,4,4,1,1,1,2,2,1,1,1,1,2
09782N,09782N,Complete,Passed,2,-88,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,1
09784J,09784J,Complete,Passed,2,-83,4,2,3,3,4,2,4,3,3,3,2,2,3,2,2,1,1,1,1,1
09785H,09785H,Complete,Passed,2,-86,4,4,4,4,4,4,2,4,4,4,2,1,3,2,3,4,4,3,4,4
09786F,09786F,Complete,Passed,2,-71,2,2,1,2,3,2,2,4,3,1,2,2,2,2,3,2,2,2,2,2
09787D,09787D,Complete,Passed,2,-67,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
09790O,09790O,Complete,Passed,2,-82,4,4,3,3,4,3,3,3,4,3,2,1,2,2,2,1,3,2,2,1
09791M,09791M,Complete,Passed,2,-75,4,3,3,4,4,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1
09792K,09792K,Complete,Passed,2,-84,4,4,4,4,4,3,4,4,4,4,2,1,2,1,2,2,2,2,1,2
09794G,09794G,Complete,Passed,2,-98,4,4,4,4,4,4,4,4,4,4,2,4,2,1,1,1,2,1,2,2
09798V,09798V,Complete,Passed,2,-101,4,4,4,3,4,3,3,2,3,3,2,3,1,1,2,3,2,2,1,1
09799T,09799T,Complete,Passed,2,-65,4,3,2,2,4,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1
09800O,09800O,Complete,Passed,2,-77,4,3,4,4,3,4,3,3,3,4,2,2,2,1,1,1,1,2,2,1
09802K,09802K,Complete,Passed,2,-121,4,3,3,2,3,4,2,3,4,1,1,2,1,3,2,2,1,1,1,3
09803I,09803I,Complete,Passed,2,-89,4,4,3,4,3,3,1,1,3,3,1,2,2,2,1,2,1,1,2,1
09804G,09804G,Complete,Passed,2,-79,4,4,3,3,3,2,3,4,4,3,1,1,2,3,2,1,2,2,1,2
09806C,09806C,Complete,Passed,2,-87,4,1,3,4,4,4,4,4,4,1,1,1,2,2,2,2,1,1,2,2
09807A,09807A,Complete,Passed,2,-85,4,4,2,4,4,4,3,3,4,4,2,2,2,2,2,2,2,2,2,2
09811J,09811J,Complete,Passed,2,-89,4,4,4,4,4,4,4,4,4,3,3,2,1,1,2,2,3,2,2,1
09813F,09813F,Complete,Passed,2,-73,3,1,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,1,1
09814D,09814D,Complete,Passed,2,-98,3,2,1,3,2,2,2,1,4,3,1,1,1,1,1,1,1,1,1,2
09815B,09815B,Complete,Passed,2,-102,4,4,2,2,4,3,3,2,3,3,2,1,2,2,2,3,4,3,2,2
09816W,09816W,Complete,Passed,2,-67,4,2,3,4,4,3,4,2,4,4,1,2,2,3,3,2,2,3,2,2
09817U,09817U,Complete,Passed,2,-105,4,4,4,4,4,3,4,3,4,4,2,2,2,3,3,2,1,2,3,2
09819Q,09819Q,Complete,Passed,2,-90,4,4,4,4,3,4,4,3,4,4,2,1,2,4,2,2,4,2,2,4
09821G,09821G,Complete,Passed,2,-115,4,4,3,4,4,4,4,4,4,3,1,1,1,2,1,2,2,1,2,3
09827R,09827R,Complete,Passed,2,-84,4,3,3,4,3,3,1,1,4,3,2,2,2,2,2,2,2,2,2,3
09831D,09831D,Complete,Passed,2,-126,4,1,1,4,4,3,4,4,4,3,3,4,3,4,3,4,4,1,1,3
09835S,09835S,Complete,Passed,2,-82,4,2,4,3,4,2,3,2,2,3,2,1,2,1,1,2,2,2,2,1
09836Q,09836Q,Complete,Passed,2,-72,4,4,4,4,4,4,4,1,4,4,2,1,1,1,2,1,1,1,1,2
09838M,09838M,Complete,Passed,2,-79,4,3,2,3,3,3,3,3,4,4,2,2,3,2,2,3,2,2,3,2
09840C,09840C,Complete,Passed,2,-94,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
09842V,09842V,Complete,Passed,2,-110,4,4,4,4,4,4,1,4,4,4,2,1,2,2,1,2,2,3,1,1
09843T,09843T,Complete,Passed,2,-85,4,1,3,4,4,4,4,4,4,1,4,1,1,3,3,1,4,4,1,1
09845P,09845P,Complete,Passed,2,-106,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2
09846N,09846N,Complete,Passed,2,-97,4,2,2,2,4,3,4,2,2,2,2,3,2,2,2,1,2,2,2,2
09847L,09847L,Complete,Passed,2,-91,4,3,3,4,2,3,2,3,4,3,1,1,1,3,3,1,1,1,1,3
09848J,09848J,Complete,Passed,2,-80,4,3,2,3,3,3,4,3,4,3,2,2,1,1,1,1,2,2,1,1
09850W,09850W,Complete,Passed,2,-92,4,2,1,2,2,1,3,2,2,2,2,2,2,2,3,3,2,1,2,1
09851U,09851U,Complete,Passed,2,-82,4,4,4,4,4,4,4,4,4,2,3,1,1,2,2,1,1,1,1,1
09853Q,09853Q,Complete,Passed,2,-89,4,4,1,4,1,1,1,1,4,1,4,1,4,2,1,2,2,3,2,3
09857I,09857I,Complete,Passed,2,-76,4,4,4,3,4,3,4,3,4,4,2,3,2,1,1,1,3,2,1,2
09858G,09858G,Complete,Passed,2,-75,3,1,2,3,3,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2
09859E,09859E,Complete,Passed,2,-77,4,4,4,4,4,3,4,4,4,3,1,2,4,3,4,1,2,3,1,2
09863N,09863N,Complete,Passed,2,-96,4,2,2,4,2,2,1,2,3,3,2,1,3,4,4,3,2,2,2,4
09867F,09867F,Complete,Passed,2,-73,4,3,3,3,4,3,3,3,4,4,2,2,2,2,2,3,3,2,3,1
09868D,09868D,Complete,Passed,2,-87,3,3,3,1,3,2,3,2,3,2,1,1,1,1,1,1,1,1,2,1
09869B,09869B,Complete,Passed,2,-104,4,4,4,4,4,4,4,4,4,4,3,1,1,3,4,4,4,1,4,4
09870Q,09870Q,Complete,Passed,2,-73,4,3,2,2,3,2,4,4,4,4,1,2,2,1,2,2,1,1,1,1
09873K,09873K,Complete,Passed,2,-78,4,4,2,3,4,3,3,3,4,2,1,1,2,1,1,2,4,2,3,1
09880N,09880N,Complete,Passed,2,-75,4,4,4,4,4,4,4,3,4,2,2,1,2,1,1,1,2,1,1,1
09881L,09881L,Complete,Passed,2,-95,4,3,3,2,3,3,2,3,4,3,1,1,2,2,2,1,2,1,1,1
09891I,09891I,Complete,Passed,2,-90,4,3,4,4,3,4,1,1,3,2,2,2,1,2,2,2,2,1,1,1
09892G,09892G,Complete,Passed,2,-90,4,4,4,2,2,3,3,2,4,2,1,2,2,2,1,2,1,1,1,2
09894C,09894C,Complete,Passed,2,-75,2,2,3,1,2,3,1,3,2,2,2,3,3,3,3,4,4,2,4,3
09896V,09896V,Complete,Passed,2,-79,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,1
09897T,09897T,Complete,Passed,2,-76,4,4,3,4,3,4,3,3,3,3,2,2,2,2,1,1,2,1,2,1
09898R,09898R,Complete,Passed,2,-74,4,1,3,3,3,3,2,3,4,1,1,1,3,1,1,1,4,1,1,4
09900K,09900K,Complete,Passed,2,-74,3,2,4,4,3,3,1,1,2,3,1,1,2,1,1,2,1,1,1,1
09901I,09901I,Complete,Passed,2,-89,4,3,2,3,3,3,3,3,4,3,2,1,2,2,1,1,1,2,1,2
09903E,09903E,Complete,Passed,2,-86,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
09905A,09905A,Complete,Passed,2,-100,3,2,2,2,2,1,1,2,2,1,1,2,2,4,4,2,2,1,1,2
09908R,09908R,Complete,Passed,2,-101,3,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,3,3,2,3
09909P,09909P,Complete,Passed,2,-72,4,4,3,4,3,3,3,3,4,3,1,1,2,2,3,1,2,1,1,2
09912D,09912D,Complete,Passed,2,-71,4,4,4,4,4,4,4,4,4,4,1,2,2,1,1,1,3,2,1,2
09913B,09913B,Complete,Passed,2,-104,4,4,1,3,3,4,3,3,4,1,1,1,4,4,4,1,4,2,1,4
09914W,09914W,Complete,Passed,2,-73,4,3,3,4,3,3,3,4,4,3,3,1,2,1,1,3,2,2,1,2
09916S,09916S,Complete,Passed,2,-92,3,4,3,4,3,3,3,3,3,3,2,1,2,2,2,1,1,2,1,2
09918O,09918O,Complete,Passed,2,-79,4,2,4,4,4,4,4,2,4,4,1,1,1,1,1,1,1,1,1,1
09919M,09919M,Complete,Passed,2,-110,4,1,1,4,3,2,2,1,3,1,4,2,3,4,3,3,4,1,3,4
09922A,09922A,Complete,Passed,2,-89,4,3,2,2,3,3,2,2,4,2,1,2,2,3,3,1,2,2,1,2
09923V,09923V,Complete,Passed,2,-73,4,4,4,4,3,4,4,3,4,4,2,1,2,2,1,1,2,2,2,1
09925R,09925R,Complete,Passed,2,-74,4,4,3,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2
09928L,09928L,Complete,Passed,2,-80,3,4,3,3,3,3,2,4,3,3,3,2,2,2,2,1,1,2,2,2
09929J,09929J,Complete,Passed,2,-73,4,4,2,4,2,2,2,3,4,4,3,1,4,4,4,2,4,3,1,4
09930B,09930B,Complete,Passed,2,-94,4,3,3,3,3,2,2,1,2,2,1,1,2,3,4,3,3,4,2,3
09931W,09931W,Complete,Passed,2,-88,4,3,2,3,4,3,4,3,4,4,2,2,2,1,1,2,1,2,1,1
09935O,09935O,Complete,Passed,2,-73,4,2,3,3,4,3,4,3,3,3,2,2,3,2,2,1,2,2,1,2
09936M,09936M,Complete,Passed,2,-79,3,4,3,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1
09937K,09937K,Complete,Passed,2,-78,4,4,3,3,3,3,1,2,3,3,2,1,2,2,1,1,2,2,1,1
09940V,09940V,Complete,Passed,2,-78,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
09942R,09942R,Complete,Passed,2,-103,4,2,2,1,1,2,1,1,2,2,2,2,3,3,3,2,4,3,2,3
09946J,09946J,Complete,Passed,2,-89,4,2,4,4,4,3,3,2,3,3,1,1,1,1,1,1,2,1,1,1
09951Q,09951Q,Complete,Passed,2,-89,3,2,3,3,3,4,4,4,4,3,2,1,2,1,1,1,1,2,3,2
09953M,09953M,Complete,Passed,2,-83,4,2,2,3,4,2,4,3,4,4,1,2,2,1,1,2,1,1,1,2
09954K,09954K,Complete,Passed,2,-77,4,4,4,4,4,3,2,3,4,4,2,2,4,1,1,4,4,4,1,1
09956G,09956G,Complete,Passed,2,-78,4,2,3,2,3,3,3,3,3,2,1,1,2,1,2,2,2,2,2,2
09957E,09957E,Complete,Passed,2,-72,3,2,2,2,3,3,2,3,3,3,1,1,1,3,3,3,3,1,1,1
09958C,09958C,Complete,Passed,2,-97,4,1,3,3,4,4,1,4,4,3,1,3,1,1,1,4,3,1,1,1
09961N,09961N,Complete,Passed,2,-80,4,3,1,2,2,3,2,2,3,2,3,1,3,1,1,3,3,2,1,1
09963J,09963J,Complete,Passed,2,-66,4,2,4,3,3,3,3,3,3,3,2,3,3,3,3,1,1,2,1,3
09964H,09964H,Complete,Passed,2,-80,4,3,4,4,4,2,4,2,4,3,1,1,1,1,1,2,2,1,1,1
09967B,09967B,Complete,Passed,2,-76,4,4,3,2,4,4,4,3,2,4,1,1,1,2,1,1,2,1,1,1
09971K,09971K,Complete,Passed,2,-91,4,4,4,3,4,4,4,3,3,3,3,1,2,1,2,2,1,2,2,1
09972I,09972I,Complete,Passed,2,-75,3,3,2,3,2,2,1,3,3,3,2,2,1,2,2,3,2,2,1,2
09973G,09973G,Complete,Passed,2,-102,3,4,3,3,4,4,4,4,4,4,2,1,2,1,1,1,2,1,2,1
09974E,09974E,Complete,Passed,2,-107,4,2,4,4,4,4,4,4,4,4,1,1,2,1,2,2,1,2,1,1
09975C,09975C,Complete,Passed,2,-103,4,4,4,4,4,4,4,4,4,4,2,1,1,2,2,1,3,2,1,2
09976A,09976A,Complete,Passed,2,-81,3,2,2,4,2,1,1,2,2,3,2,2,2,2,2,2,3,2,1,1
09977V,09977V,Complete,Passed,2,-72,4,3,4,2,3,3,3,4,3,3,2,1,2,1,1,2,1,1,1,1
09979R,09979R,Complete,Passed,2,-84,4,4,4,4,4,4,4,4,4,4,1,2,2,1,1,1,2,1,1,1
09982F,09982F,Complete,Passed,2,-87,4,4,3,3,2,2,2,3,1,3,1,1,1,1,2,1,2,2,2,3
09984B,09984B,Complete,Passed,2,-56,4,2,4,3,3,3,2,2,2,3,1,1,2,1,2,2,2,1,2,1
09987S,09987S,Complete,Passed,2,-94,4,4,4,4,1,4,1,4,4,2,1,1,4,1,1,4,1,1,1,3
09988Q,09988Q,Complete,Passed,2,-85,4,3,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,2,1,1
09989O,09989O,Complete,Passed,2,-81,4,4,4,4,4,4,4,4,4,4,1,1,2,1,1,3,3,1,1,1
09990G,09990G,Complete,Passed,2,-91,4,4,4,4,4,3,4,3,4,4,2,1,2,1,2,3,3,2,1,2
09992C,09992C,Complete,Passed,2,-83,3,4,4,3,3,3,4,3,3,4,4,3,2,2,2,1,4,2,1,2
09994V,09994V,Complete,Passed,2,-86,4,4,4,3,4,3,4,4,4,4,1,2,1,1,2,2,2,1,2,1
09997P,09997P,Complete,Passed,2,-94,2,1,1,1,2,2,2,2,3,2,2,3,4,3,3,2,3,2,2,3
09999L,09999L,Complete,Passed,2,-75,4,1,3,2,4,4,2,2,3,4,1,1,1,2,3,1,1,1,2,2
10000Q,10000Q,Complete,Passed,2,-101,4,4,4,4,4,3,2,4,4,4,2,1,4,3,2,2,2,3,3,3
10001O,10001O,Complete,Passed,2,-85,4,4,3,4,3,3,3,3,3,3,1,1,1,2,2,2,1,1,1,1
10004I,10004I,Complete,Passed,2,-90,4,4,3,4,3,3,4,4,4,3,1,2,2,4,4,1,2,3,1,3
10005G,10005G,Complete,Passed,2,-84,4,4,2,4,3,4,3,2,4,4,3,2,3,4,4,2,1,3,2,2
10009V,10009V,Complete,Passed,2,-97,4,4,4,3,4,3,2,4,4,4,2,2,2,3,2,2,2,1,2,1
10011L,10011L,Complete,Passed,2,-87,4,4,2,3,4,3,3,4,4,3,4,2,1,3,2,2,3,2,1,3
10013H,10013H,Complete,Passed,2,-81,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,2,2,1,1,1
10014F,10014F,Complete,Passed,2,-98,4,2,3,2,3,2,1,3,3,2,2,1,1,1,2,1,3,1,1,1
10016B,10016B,Complete,Passed,2,-80,4,3,3,3,4,3,2,1,3,3,2,1,2,2,1,2,1,1,2,1
10019S,10019S,Complete,Passed,2,-85,4,4,4,4,4,3,3,3,4,2,2,3,2,2,2,3,2,3,1,2
10024C,10024C,Complete,Passed,2,-79,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,3,3,1,1,1
10025A,10025A,Complete,Passed,2,-93,2,3,3,3,3,3,3,1,3,3,1,2,1,2,2,2,1,1,1,1
10027T,10027T,Complete,Passed,2,-82,3,3,3,3,2,2,1,2,1,1,2,2,2,2,2,4,3,2,2,2
10028R,10028R,Complete,Passed,2,-90,4,3,3,3,2,2,1,2,4,4,3,3,3,3,3,2,4,2,1,3
10031F,10031F,Complete,Passed,2,-104,4,3,4,3,2,4,4,2,4,1,1,1,3,1,1,1,4,2,2,1
10035U,10035U,Complete,Passed,2,-104,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1
10037Q,10037Q,Complete,Passed,2,-107,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2
10039M,10039M,Complete,Passed,2,-82,4,3,3,4,2,3,3,3,4,3,2,3,3,3,3,2,4,2,2,2
10040E,10040E,Complete,Passed,2,-93,4,3,4,3,4,3,3,3,3,3,2,1,3,3,2,4,2,2,2,2
10044T,10044T,Complete,Passed,2,-89,3,3,3,3,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3
10046P,10046P,Complete,Passed,2,-73,4,4,2,3,4,3,1,2,4,1,4,1,4,2,2,3,4,4,3,3
10053S,10053S,Complete,Passed,2,-71,3,4,3,4,3,3,3,2,3,3,1,1,1,2,2,1,2,2,1,3
10054Q,10054Q,Complete,Passed,2,-77,4,4,3,3,4,3,3,3,3,3,2,2,2,2,2,2,3,2,2,1
10056M,10056M,Complete,Passed,2,-89,3,1,2,3,2,1,4,3,4,1,3,1,2,2,2,3,4,3,4,3
10060V,10060V,Complete,Passed,2,-86,4,4,4,4,4,4,4,4,4,4,2,1,2,2,4,1,3,2,1,3
10065L,10065L,Complete,Passed,2,-104,4,3,1,1,4,1,4,1,1,4,1,1,1,1,1,2,1,2,1,1
