PublicID,V3C_PublicID,V3C_Complete,V3C_Status,V3CVer,V3CDATE_INT,V3CA01,V3CA02,V3CA03,V3CA04,V3CA05,V3CA06,V3CA07,V3CA08,V3CA09,V3CA10
08812M,08812M,Complete,Passed,2,-75,1,1,4,3,3,4,4,4,4,4
08813K,08813K,Complete,Passed,2,-115,1,1,4,3,4,3,4,4,4,4
08814I,08814I,Complete,Passed,2,-82,1,1,3,1,2,3,3,3,3,4
08815G,08815G,Complete,Passed,2,-82,2,1,2,3,2,3,3,3,3,4
08819V,08819V,Complete,Passed,2,-96,1,1,4,2,4,3,4,4,4,4
08820N,08820N,Complete,Passed,2,-74,2,1,2,2,3,2,4,3,3,4
08821L,08821L,Complete,Passed,2,-73,1,1,4,4,4,4,4,4,4,4
08824F,08824F,Complete,Passed,2,-84,2,2,3,2,3,2,2,3,3,4
08828U,08828U,Complete,Passed,2,-86,1,1,3,4,2,3,2,3,3,4
08832G,08832G,Complete,Passed,2,-79,1,1,4,1,4,4,4,4,4,4
08833E,08833E,Complete,Passed,2,-91,1,1,3,2,3,4,4,4,4,4
08838R,08838R,Complete,Passed,2,-106,1,1,3,1,4,4,3,4,4,4
08839P,08839P,Complete,Passed,2,-115,1,1,3,2,4,4,4,4,4,4
08840H,08840H,Complete,Passed,2,-78,1,1,4,1,4,4,4,4,4,4
08842D,08842D,Complete,Passed,2,-83,1,1,3,3,3,4,4,3,4,4
08844W,08844W,Complete,Passed,2,-79,1,1,2,3,2,1,3,4,4,4
08849M,08849M,Complete,Passed,2,-72,1,1,3,2,3,3,4,3,4,4
08850E,08850E,Complete,Passed,2,-95,1,1,3,1,4,3,4,4,4,4
08851C,08851C,Complete,Passed,2,-97,1,1,2,3,2,2,4,3,3,4
08858L,08858L,Complete,Passed,2,-77,1,1,3,3,3,3,4,3,3,4
08862U,08862U,Complete,Passed,2,-64,1,1,3,2,4,3,4,4,4,4
08864Q,08864Q,Complete,Passed,2,-87,1,2,3,2,3,3,3,3,3,3
08866M,08866M,Complete,Passed,2,-85,1,1,4,2,4,4,4,4,4,4
08870V,08870V,Complete,Passed,2,-82,1,1,3,2,4,3,4,3,4,4
08872R,08872R,Complete,Passed,2,-79,1,1,3,3,2,3,2,3,2,4
08873P,08873P,Complete,Passed,2,-91,1,1,2,3,4,2,4,4,4,4
08879D,08879D,Complete,Passed,2,-81,1,1,3,1,4,4,4,4,4,4
08881Q,08881Q,Complete,Passed,2,-85,1,1,4,3,4,4,4,4,3,4
08882O,08882O,Complete,Passed,2,-80,1,1,4,1,4,4,4,4,4,4
08883M,08883M,Complete,Passed,2,-91,1,1,4,1,4,3,4,4,4,4
08886G,08886G,Complete,Passed,2,-76,1,1,2,3,3,3,3,3,3,4
08892L,08892L,Complete,Passed,2,-94,2,1,3,3,3,2,3,2,2,4
08893J,08893J,Complete,Passed,2,-87,1,1,3,2,4,4,4,4,4,4
08895F,08895F,Complete,Passed,2,-83,1,1,3,1,4,4,4,4,4,4
08896D,08896D,Complete,Passed,2,-99,1,1,2,3,2,2,3,2,3,4
08898W,08898W,Complete,Passed,2,-75,1,1,3,2,3,3,4,4,4,4
08899U,08899U,Complete,Passed,2,-76,1,1,4,1,4,4,4,4,4,4
08901N,08901N,Complete,Passed,2,-119,2,2,3,2,3,3,4,3,3,4
08902L,08902L,Complete,Passed,2,-84,1,1,3,2,4,3,4,4,4,4
08903J,08903J,Complete,Passed,2,-86,3,1,2,3,2,3,2,3,3,4
08905F,08905F,Complete,Passed,2,-88,1,1,4,2,3,4,4,4,4,4
08907B,08907B,Complete,Passed,2,-73,4,1,3,2,4,3,4,3,4,4
08908W,08908W,Complete,Passed,2,-77,1,1,4,1,4,4,4,4,4,4
08909U,08909U,Complete,Passed,2,-97,2,2,3,3,2,3,3,3,3,4
08913G,08913G,Complete,Passed,2,-88,4,4,3,4,4,1,1,3,4,4
08916A,08916A,Complete,Passed,2,-87,1,1,3,3,3,2,3,3,3,3
08918T,08918T,Complete,Passed,2,-79,1,1,3,3,2,3,3,3,3,4
08920J,08920J,Complete,Passed,2,-82,1,1,3,2,4,3,4,3,4,4
08921H,08921H,Complete,Passed,2,-97,1,1,3,2,2,3,4,3,4,4
08923D,08923D,Complete,Passed,2,-82,2,2,2,4,2,2,2,2,3,4
08924B,08924B,Complete,Passed,2,-94,1,1,3,2,3,3,4,4,4,4
08925W,08925W,Complete,Passed,2,-108,1,1,4,1,4,4,4,4,4,4
08927S,08927S,Complete,Passed,2,-86,1,1,4,3,2,3,3,4,4,4
08928Q,08928Q,Complete,Passed,2,-84,1,1,3,2,3,3,4,4,4,4
08929O,08929O,Complete,Passed,2,-78,1,1,4,1,4,4,4,4,4,4
08933A,08933A,Complete,Passed,2,-88,1,1,4,2,4,3,4,4,4,4
08939L,08939L,Complete,Passed,2,-114,1,1,3,2,2,2,3,2,3,4
08940D,08940D,Complete,Passed,2,-79,1,2,4,3,4,3,3,3,4,4
08941B,08941B,Complete,Passed,2,-72,1,1,3,2,4,3,3,3,4,4
08942W,08942W,Complete,Passed,2,-87,1,1,2,3,2,3,4,3,3,4
08944S,08944S,Complete,Passed,2,-70,1,1,3,1,4,3,4,4,4,4
08945Q,08945Q,Complete,Passed,2,-73,1,1,3,3,4,4,4,4,4,4
08947M,08947M,Complete,Passed,2,-79,1,1,4,1,4,4,4,4,4,4
08949I,08949I,Complete,Passed,2,-90,1,1,3,2,4,4,4,4,3,4
08950A,08950A,Complete,Passed,2,-93,1,2,4,2,4,2,4,4,4,4
08952T,08952T,Complete,Passed,2,-97,1,1,2,2,3,3,4,3,3,4
08954P,08954P,Complete,Passed,2,-80,1,1,2,2,3,3,3,3,3,4
08955N,08955N,Complete,Passed,2,-85,1,1,4,1,4,3,4,4,4,4
08956L,08956L,Complete,Passed,2,-89,1,1,4,2,4,4,4,4,4,4
08957J,08957J,Complete,Passed,2,-125,1,1,3,3,4,3,4,3,3,4
08958H,08958H,Complete,Passed,2,-91,2,2,2,3,2,2,3,3,3,4
08959F,08959F,Complete,Passed,2,-79,1,2,2,3,4,3,4,3,3,4
08960U,08960U,Complete,Passed,2,-108,1,1,4,2,4,4,4,3,4,4
08962Q,08962Q,Complete,Passed,2,-103,1,1,3,1,4,4,4,4,4,4
08966I,08966I,Complete,Passed,2,-109,1,1,4,2,4,4,4,4,4,4
08967G,08967G,Complete,Passed,2,-75,1,1,2,3,2,3,3,3,3,3
08968E,08968E,Complete,Passed,2,-71,1,1,4,3,2,4,4,4,4,4
08970R,08970R,Complete,Passed,2,-81,1,1,3,1,4,4,4,4,4,4
08973L,08973L,Complete,Passed,2,-93,1,1,4,1,3,4,4,4,4,4
08974J,08974J,Complete,Passed,2,-55,1,1,3,3,3,3,2,2,3,4
08975H,08975H,Complete,Passed,2,-84,1,1,3,2,3,3,4,4,4,4
08978B,08978B,Complete,Passed,2,-98,1,2,3,1,3,2,2,2,2,4
08979W,08979W,Complete,Passed,2,-97,1,1,3,2,4,3,4,4,4,4
08980O,08980O,Complete,Passed,2,-73,1,1,3,3,2,3,3,3,3,4
08983I,08983I,Complete,Passed,2,-86,1,1,2,2,3,3,4,4,4,4
08984G,08984G,Complete,Passed,2,-79,1,1,4,1,4,4,4,4,4,4
08985E,08985E,Complete,Passed,2,-91,1,1,3,1,4,4,4,4,4,4
08986C,08986C,Complete,Passed,2,-79,1,1,3,1,4,4,4,4,3,4
08987A,08987A,Complete,Passed,2,-82,1,1,3,2,3,3,4,4,4,4
08989T,08989T,Complete,Passed,2,-80,1,1,2,3,4,3,3,3,3,4
08990L,08990L,Complete,Passed,2,-104,1,1,4,1,4,4,4,4,4,4
08991J,08991J,Complete,Passed,2,-83,1,1,3,2,4,3,4,3,3,4
08996W,08996W,Complete,Passed,2,-111,2,1,2,3,2,3,4,3,4,4
08997U,08997U,Complete,Passed,2,-88,1,1,3,3,3,3,3,3,3,4
08998S,08998S,Complete,Passed,2,-79,1,1,2,2,3,3,3,3,3,4
09000A,09000A,Complete,Passed,2,-91,1,1,2,1,4,4,4,4,4,4
09001V,09001V,Complete,Passed,2,-78,1,1,2,1,4,4,4,4,4,4
09002T,09002T,Complete,Passed,2,-122,1,1,3,2,4,3,3,3,4,4
09003R,09003R,Complete,Passed,2,-95,1,1,4,2,3,4,4,3,4,4
09005N,09005N,Complete,Passed,2,-82,1,1,3,1,2,3,3,3,4,4
09009F,09009F,Complete,Passed,2,-73,1,1,4,1,4,4,4,4,4,4
09011S,09011S,Complete,Passed,2,-94,2,1,4,2,4,3,2,2,3,4
09012Q,09012Q,Complete,Passed,2,-81,1,1,4,1,4,4,4,4,4,4
09013O,09013O,Complete,Passed,2,-84,1,1,3,2,4,4,2,3,4,4
09014M,09014M,Complete,Passed,2,-96,1,2,2,3,2,3,4,3,2,4
09015K,09015K,Complete,Passed,2,-86,2,1,2,3,4,2,4,4,3,4
09016I,09016I,Complete,Passed,2,-75,2,2,3,3,2,2,3,3,3,4
09017G,09017G,Complete,Passed,2,-111,2,2,4,2,4,4,4,3,4,4
09018E,09018E,Complete,Passed,2,-123,1,1,4,1,4,4,4,4,4,4
09019C,09019C,Complete,Passed,2,-73,1,1,3,2,3,3,4,4,4,4
09022N,09022N,Complete,Passed,2,-79,1,1,3,3,3,3,3,3,3,4
09026F,09026F,Complete,Passed,2,-73,1,1,3,2,4,4,4,4,4,4
09028B,09028B,Complete,Passed,2,-78,1,1,4,2,4,2,4,3,4,4
09030O,09030O,Complete,Passed,2,-75,1,1,4,1,4,4,4,4,4,4
09031M,09031M,Complete,Passed,2,-77,1,1,4,2,4,3,4,4,4,4
09036C,09036C,Complete,Passed,2,-85,1,1,2,2,2,3,4,4,4,4
09037A,09037A,Complete,Passed,2,-71,1,1,2,3,4,3,4,3,3,4
09038V,09038V,Complete,Passed,2,-64,1,1,4,2,3,3,3,3,3,4
09041J,09041J,Complete,Passed,2,-85,1,1,4,1,2,3,4,4,4,4
09042H,09042H,Complete,Passed,2,-79,2,1,2,2,3,3,4,4,4,4
09043F,09043F,Complete,Passed,2,-90,1,1,4,2,3,3,4,4,4,4
09044D,09044D,Complete,Passed,2,-83,1,1,2,3,3,3,4,4,3,4
09045B,09045B,Complete,Passed,2,-91,2,1,1,3,4,2,4,4,4,4
09046W,09046W,Complete,Passed,2,-63,1,1,3,1,4,3,4,4,3,4
09049Q,09049Q,Complete,Passed,2,-80,1,1,3,2,3,3,4,4,4,4
09050I,09050I,Complete,Passed,2,-91,1,1,3,2,3,3,2,3,4,4
09052E,09052E,Complete,Passed,2,-71,1,1,4,1,4,3,4,4,4,4
09053C,09053C,Complete,Passed,2,-72,1,1,3,2,3,3,4,3,3,4
09054A,09054A,Complete,Passed,2,-84,1,1,3,1,4,4,4,4,4,4
09055V,09055V,Complete,Passed,2,-73,1,1,4,1,4,4,4,2,4,4
09056T,09056T,Complete,Passed,2,-82,1,1,1,1,1,2,3,3,3,4
09058P,09058P,Complete,Passed,2,-99,1,1,2,3,2,3,3,3,4,4
09059N,09059N,Complete,Passed,2,-83,1,1,3,3,3,3,4,3,4,4
09060F,09060F,Complete,Passed,2,-108,1,1,4,2,3,3,4,4,4,4
09063W,09063W,Complete,Passed,2,-84,1,1,4,1,4,4,4,3,4,4
09066Q,09066Q,Complete,Passed,2,-73,1,1,3,3,3,3,4,4,4,4
09068M,09068M,Complete,Passed,2,-79,1,2,2,3,2,2,3,2,1,4
09069K,09069K,Complete,Passed,2,-89,1,1,4,1,4,4,4,4,4,4
09072V,09072V,Complete,Passed,2,-82,1,1,3,2,4,4,3,3,2,4
09073T,09073T,Complete,Passed,2,-85,1,1,3,2,3,4,3,4,4,4
09075P,09075P,Complete,Passed,2,-90,1,1,3,3,3,3,3,3,3,4
09076N,09076N,Complete,Passed,2,-73,1,1,2,3,4,4,4,4,4,4
09077L,09077L,Complete,Passed,2,-78,1,1,3,1,4,2,4,4,3,4
09078J,09078J,Complete,Passed,2,-71,1,2,3,4,4,2,3,3,3,4
09080W,09080W,Complete,Passed,2,-74,1,1,4,1,4,4,4,4,4,4
09081U,09081U,Complete,Passed,2,-91,1,1,3,4,4,4,4,4,4,4
09085M,09085M,Complete,Passed,2,-79,1,1,4,4,4,4,4,4,4,4
09089E,09089E,Complete,Passed,2,-86,1,1,4,1,4,4,4,4,4,4
09090T,09090T,Complete,Passed,2,-72,1,1,3,4,3,3,4,4,4,4
09091R,09091R,Complete,Passed,2,-94,1,1,2,3,2,2,4,3,3,4
09093N,09093N,Complete,Passed,2,-72,1,1,4,2,4,4,4,4,4,4
09094L,09094L,Complete,Passed,2,-78,2,1,3,3,2,2,2,3,2,4
09099B,09099B,Complete,Passed,2,-99,1,1,3,3,3,2,4,3,3,4
09100T,09100T,Complete,Passed,2,-67,1,1,4,2,4,4,4,4,4,4
09101R,09101R,Complete,Passed,2,-68,1,1,2,3,2,3,2,3,4,4
09103N,03156W,Complete,Passed,2,-89,1,1,4,2,3,3,3,3,4,4
09104L,09104L,Complete,Passed,2,-96,1,1,4,1,4,4,4,4,4,4
09107F,09107F,Complete,Passed,2,-86,1,1,3,2,3,4,4,3,2,4
09108D,09108D,Complete,Passed,2,-86,1,1,3,2,3,3,3,3,4,4
09109B,09109B,Complete,Passed,2,-106,1,1,4,1,4,4,4,4,4,4
09110Q,09110Q,Complete,Passed,2,-72,2,2,4,1,4,2,2,3,3,4
09113K,09113K,Complete,Passed,2,-89,2,2,2,3,3,3,3,2,3,4
09115G,09115G,Complete,Passed,2,-84,2,1,2,3,2,2,2,3,4,3
09117C,09117C,Complete,Passed,2,-90,1,1,3,3,4,2,2,2,4,4
09118A,09118A,Complete,Passed,2,-71,1,1,3,4,2,3,4,3,3,4
09120N,09120N,Complete,Passed,2,-73,1,1,1,3,3,3,3,3,3,4
09121L,09121L,Complete,Passed,2,-89,1,1,4,1,4,4,4,3,3,4
09123H,09123H,Complete,Passed,2,-113,3,3,3,3,1,2,2,2,3,4
09124F,09124F,Complete,Passed,2,-91,1,1,2,3,3,4,4,4,3,4
09130K,09130K,Complete,Passed,2,-72,1,1,2,3,2,2,3,3,3,4
09133E,09133E,Complete,Passed,2,-97,1,1,2,3,2,3,4,3,3,4
09134C,09134C,Complete,Passed,2,-80,1,1,3,2,4,4,4,3,3,4
09135A,09135A,Complete,Passed,2,-84,1,1,3,3,3,3,4,3,4,4
09142D,09142D,Complete,Passed,2,-77,1,1,3,2,3,3,4,4,4,4
09143B,09143B,Complete,Passed,2,-82,1,1,4,1,4,2,4,4,4,4
09146S,09146S,Complete,Passed,2,-95,2,1,3,3,4,4,4,3,3,4
09147Q,09147Q,Complete,Passed,2,-85,2,1,3,3,4,2,4,3,4,4
09148O,09148O,Complete,Passed,2,-87,1,1,4,3,4,4,4,4,4,4
09149M,09149M,Complete,Passed,2,-117,1,1,2,2,2,3,3,3,3,4
09150E,09150E,Complete,Passed,2,-104,1,1,4,1,4,4,4,4,4,4
09151C,09151C,Complete,Passed,2,-75,1,1,2,1,4,4,4,4,4,4
09152A,09152A,Complete,Passed,2,-83,1,1,3,3,3,3,3,4,4,4
09154T,09154T,Complete,Passed,2,-88,2,2,2,3,4,2,2,2,2,4
09156P,09156P,Complete,Passed,2,-68,1,1,2,4,2,2,4,2,2,4
09157N,09157N,Complete,Passed,2,-94,1,1,2,3,2,2,3,3,3,4
09158L,09158L,Complete,Passed,2,-104,4,1,4,1,4,4,3,4,4,4
09159J,09159J,Complete,Passed,2,-87,2,2,1,3,2,2,4,3,3,2
09164Q,09164Q,Complete,Passed,2,-78,1,1,3,1,1,3,4,3,4,4
09165O,09165O,Complete,Passed,2,-87,1,1,3,2,4,3,3,3,4,4
09168I,09168I,Complete,Passed,2,-82,1,1,3,3,3,3,4,4,4,4
09169G,09169G,Complete,Passed,2,-91,1,1,4,3,3,3,3,3,3,4
09171T,09171T,Complete,Passed,2,-107,1,2,2,4,2,2,4,3,3,4
09172R,09172R,Complete,Passed,2,-82,1,1,2,3,2,4,3,3,3,4
09173P,09173P,Complete,Passed,2,-86,1,1,4,2,3,4,4,3,4,4
09174N,09174N,Complete,Passed,2,-83,1,1,3,2,4,3,4,4,4,4
09176J,09176J,Complete,Passed,2,-84,1,1,2,3,3,2,4,3,3,4
09177H,09177H,Complete,Passed,2,-82,1,1,2,3,2,3,4,3,4,4
09178F,09178F,Complete,Passed,2,-82,1,1,3,2,4,3,3,4,4,4
09179D,09179D,Complete,Passed,2,-101,1,1,3,3,3,3,4,4,4,4
09182O,09182O,Complete,Passed,2,-73,1,2,4,1,4,3,4,3,3,4
09184K,09184K,Complete,Passed,2,-115,1,1,3,3,2,2,4,3,3,4
09185I,09185I,Complete,Passed,2,-73,1,1,4,2,4,3,4,4,4,4
09186G,09186G,Complete,Passed,2,-98,1,1,3,2,3,4,4,4,4,4
09189A,09189A,Complete,Passed,2,-90,2,2,2,2,3,3,3,3,3,4
09191N,09191N,Complete,Passed,2,-443,1,1,3,2,4,4,4,4,4,4
09193J,09193J,Complete,Passed,2,-117,1,1,2,3,2,3,4,3,3,4
09195F,09195F,Complete,Passed,2,-97,1,1,3,1,4,4,3,2,3,4
09196D,09196D,Complete,Passed,2,-97,1,1,3,2,4,4,4,3,3,4
09198W,09198W,Complete,Passed,2,-77,1,2,3,2,4,3,4,4,3,4
09203J,09203J,Complete,Passed,2,-80,1,1,2,2,2,3,4,3,3,4
09204H,09204H,Complete,Passed,2,-90,1,1,3,3,3,3,3,3,3,3
09206D,09206D,Complete,Passed,2,-97,2,2,4,3,4,3,4,4,4,4
09208W,09208W,Complete,Passed,2,-93,1,1,4,4,1,4,4,4,4,4
09211K,09211K,Complete,Passed,2,-94,1,1,3,1,4,3,4,4,4,4
09212I,09212I,Complete,Passed,2,-73,1,1,3,3,3,2,3,3,3,4
09214E,09214E,Complete,Passed,2,-97,1,1,4,2,4,3,4,4,3,4
09218T,09218T,Complete,Passed,2,-75,1,1,4,1,4,4,4,4,4,4
09219R,09219R,Complete,Passed,2,-82,1,1,4,1,4,3,4,4,4,4
09222F,09222F,Complete,Passed,2,-87,1,1,3,3,4,3,2,4,3,4
09224B,09224B,Complete,Passed,2,-84,1,1,4,1,4,3,4,4,4,4
09226U,09226U,Complete,Passed,2,-102,1,1,2,3,2,3,2,2,2,3
09229O,09229O,Complete,Passed,2,-81,1,1,4,1,4,4,4,4,4,4
09232C,09232C,Complete,Passed,2,-74,1,1,3,3,2,4,3,3,3,4
09233A,09233A,Complete,Passed,2,-77,1,1,3,2,4,4,4,4,4,4
09235T,09235T,Complete,Passed,2,-76,1,1,3,2,4,4,4,4,4,4
09236R,09236R,Complete,Passed,2,-81,1,2,3,3,2,2,2,3,4,4
09237P,09237P,Complete,Passed,2,-70,2,2,3,3,2,2,4,4,4,4
09239L,09239L,Complete,Passed,2,-88,1,1,3,3,2,3,4,3,3,4
09240D,09240D,Complete,Passed,2,-99,1,1,3,3,3,3,4,4,4,4
09241B,09241B,Complete,Passed,2,-83,1,1,3,2,4,4,4,3,4,4
09244S,09244S,Complete,Passed,2,-87,1,1,3,2,3,3,3,3,3,3
09245Q,09245Q,Complete,Passed,2,-81,1,1,3,2,3,3,4,4,4,4
09246O,09246O,Complete,Passed,2,-85,2,2,3,4,2,2,3,2,3,4
09247M,09247M,Complete,Passed,2,-84,1,1,4,2,2,3,3,3,3,4
09248K,09248K,Complete,Passed,2,-109,1,1,2,3,3,3,4,4,4,4
09251V,09251V,Complete,Passed,2,-87,2,2,2,2,3,3,3,4,4,4
09252T,09252T,Complete,Passed,2,-86,1,1,3,2,4,4,4,4,4,4
09254P,09254P,Complete,Passed,2,-95,4,1,4,1,4,4,4,4,4,4
09256L,09256L,Complete,Passed,2,-80,1,1,3,1,4,4,4,4,4,4
09257J,09257J,Complete,Passed,2,-79,1,1,4,2,3,4,4,4,3,4
09258H,09258H,Complete,Passed,2,-75,1,1,3,3,3,3,3,3,3,4
09259F,09259F,Complete,Passed,2,-91,1,1,4,3,2,4,4,4,4,4
09261S,09261S,Complete,Passed,2,-84,1,1,2,3,2,3,4,3,3,4
09263O,09263O,Complete,Passed,2,-90,2,2,3,3,3,3,4,3,3,4
09264M,09264M,Complete,Passed,2,-103,1,1,3,2,2,3,4,4,4,4
09265K,09265K,Complete,Passed,2,-71,2,2,3,3,3,2,3,3,3,4
09268E,09268E,Complete,Passed,2,-73,1,1,4,1,4,4,4,4,4,4
09269C,09269C,Complete,Passed,2,-89,1,1,3,1,4,4,3,3,4,4
09271P,09271P,Complete,Passed,2,-78,1,1,3,3,2,3,3,3,3,4
09272N,09272N,Complete,Passed,2,-75,1,1,2,2,4,4,4,4,4,4
09274J,09274J,Complete,Passed,2,-71,1,1,4,1,4,4,4,4,4,4
09276F,09276F,Complete,Passed,2,-90,1,1,2,3,2,2,3,3,4,4
09278B,09278B,Complete,Passed,2,-100,1,1,3,2,4,4,4,4,4,4
09279W,09279W,Complete,Passed,2,-88,1,1,3,3,3,4,4,3,4,4
09280O,09280O,Complete,Passed,2,-77,1,1,4,1,4,4,4,4,4,4
09283I,09283I,Complete,Passed,2,-87,1,1,3,3,2,2,2,4,3,4
09285E,09285E,Complete,Passed,2,-84,1,1,3,2,3,3,4,4,4,4
09288V,09288V,Complete,Passed,2,-74,1,1,3,2,3,3,3,3,4,4
09292H,09292H,Complete,Passed,2,-76,1,1,1,1,1,3,2,2,3,4
09295B,09295B,Complete,Passed,2,-71,1,1,4,1,4,4,4,3,3,4
09296W,09296W,Complete,Passed,2,-78,1,1,3,1,4,4,4,4,4,4
09297U,09297U,Complete,Passed,2,-71,1,1,3,2,4,3,4,4,4,4
09299Q,09299Q,Complete,Passed,2,-75,1,1,2,3,2,2,3,3,3,4
09302H,09302H,Complete,Passed,2,-86,2,2,2,3,3,2,2,2,3,4
09304D,09304D,Complete,Passed,2,-98,1,1,4,4,4,4,4,4,4,4
09305B,09305B,Complete,Passed,2,-91,1,1,3,2,3,3,4,3,3,4
09306W,09306W,Complete,Passed,2,-103,1,1,3,3,2,2,2,2,3,4
09308S,09308S,Complete,Passed,2,-87,1,1,4,2,4,4,4,3,4,4
09309Q,09309Q,Complete,Passed,2,-83,1,1,3,2,3,4,4,4,4,4
09311G,09311G,Complete,Passed,2,-83,1,2,2,3,3,2,4,2,3,4
09314A,09314A,Complete,Passed,2,-95,2,1,3,1,3,4,4,4,4,4
09315V,09315V,Complete,Passed,2,-76,1,1,3,1,4,4,4,4,4,4
09318P,09318P,Complete,Passed,2,-108,1,1,4,1,4,3,4,3,3,4
09324U,09324U,Complete,Passed,2,-89,1,1,3,2,3,3,3,4,4,4
09325S,09325S,Complete,Passed,2,-83,1,2,2,3,2,2,3,3,3,4
09329K,09329K,Complete,Passed,2,-74,1,1,3,3,2,3,4,3,3,4
09330C,09330C,Complete,Passed,2,-77,1,1,3,3,2,3,4,3,4,4
09331A,09331A,Complete,Passed,2,-100,1,1,4,1,4,4,4,4,4,4
09332V,09332V,Complete,Passed,2,-97,1,1,3,2,3,3,3,3,3,4
09334R,09334R,Complete,Passed,2,-90,2,3,2,4,2,2,2,2,3,4
09336N,09336N,Complete,Passed,2,-81,1,1,2,2,4,2,3,3,3,4
09337L,09337L,Complete,Passed,2,-109,1,1,2,2,2,4,4,4,3,4
09338J,09338J,Complete,Passed,2,-85,1,1,4,2,4,3,4,4,4,4
09341U,09341U,Complete,Passed,2,-78,1,1,2,1,3,3,4,3,3,4
09343Q,09343Q,Complete,Passed,2,-86,1,1,2,3,4,2,3,3,4,4
09345M,09345M,Complete,Passed,2,-82,1,2,1,4,1,2,2,2,2,4
09347I,09347I,Complete,Passed,2,-75,1,1,3,2,3,3,3,4,4,4
09350T,09350T,Complete,Passed,2,-100,1,1,2,2,3,2,4,3,4,4
09352P,09352P,Complete,Passed,2,-77,1,1,4,1,4,4,4,4,4,4
09355J,09355J,Complete,Passed,2,-87,1,1,4,1,4,4,4,4,4,4
09356H,09356H,Complete,Passed,2,-72,1,1,3,3,4,3,3,3,3,4
09357F,09357F,Complete,Passed,2,-74,1,1,4,2,4,4,4,4,4,4
09362M,09362M,Complete,Passed,2,-83,1,1,2,3,3,3,4,3,3,4
09365G,09365G,Complete,Passed,2,-93,1,1,4,1,4,4,4,4,4,4
09368A,09368A,Complete,Passed,2,-73,1,1,2,2,4,2,4,4,4,4
09369V,09369V,Complete,Passed,2,-66,1,1,3,3,3,4,4,4,4,4
09370N,09370N,Complete,Passed,2,-74,1,1,4,1,4,4,4,4,4,4
09371L,09371L,Complete,Passed,2,-75,1,1,2,2,2,1,4,3,3,4
09373H,09373H,Complete,Passed,2,-96,1,1,3,2,4,4,4,4,4,4
09374F,09374F,Complete,Passed,2,-74,1,1,3,2,3,3,4,3,3,4
09375D,09375D,Complete,Passed,2,-74,1,1,4,1,4,4,4,4,4,4
09377W,09377W,Complete,Passed,2,-73,1,2,3,3,4,3,2,2,4,4
09380K,09380K,Complete,Passed,2,-118,1,3,2,3,2,3,4,3,3,4
09381I,09381I,Complete,Passed,2,-86,1,1,3,2,3,4,4,4,4,4
09384C,09384C,Complete,Passed,2,-96,1,1,4,1,4,4,4,4,4,4
09385A,09385A,Complete,Passed,2,-94,1,1,2,2,2,2,4,3,4,4
09386V,09386V,Complete,Passed,2,-79,2,2,3,3,2,2,3,2,3,3
09387T,09387T,Complete,Passed,2,-85,2,1,1,3,2,2,2,2,2,4
09389P,09389P,Complete,Passed,2,-73,1,1,3,3,3,3,3,3,3,4
09390H,09390H,Complete,Passed,2,-102,1,2,3,2,3,3,4,3,4,4
09391F,09391F,Complete,Passed,2,-71,1,1,4,1,4,4,4,4,4,4
09393B,09393B,Complete,Passed,2,-82,1,1,2,2,3,4,4,4,4,4
09395U,09395U,Complete,Passed,2,-85,1,2,3,4,4,4,2,1,2,4
09398O,09398O,Complete,Passed,2,-79,1,1,4,1,4,4,4,4,4,4
09399M,09399M,Complete,Passed,2,-79,1,1,4,1,4,4,4,4,4,4
09400H,09400H,Complete,Passed,2,-97,1,1,3,3,4,3,4,3,3,4
09401F,09401F,Complete,Passed,2,-77,1,1,3,2,4,3,4,4,4,4
09402D,09402D,Complete,Passed,2,-80,1,1,4,2,4,4,4,4,4,4
09404W,09404W,Complete,Passed,2,-94,1,1,3,3,3,4,4,3,3,4
09408O,09408O,Complete,Passed,2,-84,1,1,4,2,3,3,4,4,4,4
09410E,09410E,Complete,Passed,2,-75,1,1,4,1,4,4,4,4,4,4
09413V,09413V,Complete,Passed,2,-105,1,1,3,1,4,4,4,4,4,4
09414T,09414T,Complete,Passed,2,-87,1,1,3,1,4,3,4,4,4,4
09417N,09417N,Complete,Passed,2,-73,1,1,3,2,4,4,3,4,3,4
09418L,09418L,Complete,Passed,2,-95,1,1,4,2,2,4,4,4,4,4
09419J,09419J,Complete,Passed,2,-80,2,2,2,3,2,2,2,3,3,2
09427K,09427K,Complete,Passed,2,-104,1,1,4,1,4,4,4,4,4,4
09429G,09429G,Complete,Passed,2,-87,1,1,3,1,4,4,4,4,4,4
09431T,09431T,Complete,Passed,2,-78,1,1,3,3,4,4,4,4,4,4
09432R,09432R,Complete,Passed,2,-83,3,1,2,3,2,2,2,2,3,4
09434N,09434N,Complete,Passed,2,-79,1,1,3,1,4,3,4,4,4,4
09435L,09435L,Complete,Passed,2,-75,1,1,4,3,3,4,4,4,4,4
09437H,09437H,Complete,Passed,2,-98,2,1,2,3,4,2,2,2,2,4
09438F,09438F,Complete,Passed,2,-85,1,1,2,3,2,3,3,3,3,4
09439D,09439D,Complete,Passed,2,-103,1,1,3,3,4,3,3,3,3,4
09443M,09443M,Complete,Passed,2,-93,1,1,3,3,3,4,4,4,4,4
09446G,09446G,Complete,Passed,2,-84,1,1,2,2,4,4,4,4,4,4
09448C,09448C,Complete,Passed,2,-74,1,1,3,2,3,3,4,4,3,4
