PublicID,V1G_PublicID,V1G_Complete,V1G_Status,V1GVer,V1GDATE_INT,V1GA01,V1GA02,V1GA03,V1GA04,V1GA05,V1GA06,V1GA07,V1GA08,V1GA09,V1GA10,V1GA11,V1GA12
00664S,00664S,Complete,Passed,2,-195,7,7,7,7,7,7,7,7,7,7,7,7
00665Q,00665Q,Complete,Passed,2,-184,7,7,7,7,7,6,7,7,7,7,6,6
00666O,00666O,Complete,Passed,2,-184,7,7,7,7,7,6,6,7,6,7,7,6
00667M,00667M,Complete,Passed,2,-154,7,7,7,7,7,6,5,7,5,7,7,5
00669I,00669I,Complete,Passed,2,-207,7,7,7,7,6,6,7,7,7,6,6,7
00670A,00670A,Complete,Passed,2,-194,7,7,7,7,7,7,7,7,7,7,7,7
00672T,00672T,Complete,Passed,2,-191,6,7,5,4,7,5,5,5,6,7,5,6
00679F,00679F,Complete,Passed,2,-168,7,7,6,7,7,5,7,7,7,7,6,7
00682Q,00682Q,Complete,Passed,2,-191,7,7,7,2,7,7,6,2,7,7,2,7
00683O,00683O,Complete,Passed,2,-192,1,6,6,6,6,6,6,6,6,6,6,6
00684M,00684M,Complete,Passed,2,-170,6,6,7,6,5,6,6,6,5,5,6,5
00685K,00685K,Complete,Passed,2,-216,7,7,7,6,7,6,6,6,6,7,6,6
00686I,00686I,Complete,Passed,2,-216,1,1,1,1,1,1,1,1,1,1,1,1
00687G,00687G,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
00690R,00690R,Complete,Passed,2,-186,7,7,1,1,7,7,7,1,7,7,1,7
00692N,00692N,Complete,Passed,2,-157,7,7,7,7,7,6,6,7,7,7,7,6
00693L,00693L,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
00697D,00697D,Complete,Passed,2,-155,7,7,7,7,7,7,7,7,7,7,7,7
00698B,00698B,Complete,Passed,2,-186,7,7,5,6,7,1,1,7,2,7,6,3
00701P,00701P,Complete,Passed,2,-205,6,6,6,6,7,6,6,7,7,7,6,5
00702N,00702N,Complete,Passed,2,-172,6,7,5,4,7,7,7,5,7,7,6,7
00706F,00706F,Complete,Passed,2,-201,5,5,5,5,6,6,4,5,6,7,5,6
00710O,00710O,Complete,Passed,2,-190,6,6,5,5,5,7,7,5,7,5,5,7
00712K,00712K,Complete,Passed,2,-149,6,6,6,6,6,6,5,5,6,6,4,6
00713I,00713I,Complete,Passed,2,-193,7,7,7,7,7,6,6,7,7,7,6,6
00714G,00714G,Complete,Passed,2,-187,7,7,7,7,7,6,6,7,6,7,7,6
00715E,00715E,Complete,Passed,2,-196,5,6,4,3,6,6,6,5,7,5,4,7
00721J,00721J,Complete,Passed,2,-183,4,6,5,5,6,1,1,6,1,6,6,1
00722H,00722H,Complete,Passed,2,-202,7,7,7,7,7,7,6,6,6,7,7,6
00723F,00723F,Complete,Passed,2,-137,7,7,7,7,7,7,7,7,7,7,7,7
00729Q,00729Q,Complete,Passed,2,-162,5,6,6,6,6,5,6,6,6,6,5,6
00730I,00730I,Complete,Passed,2,-218,7,7,7,7,7,7,4,7,5,7,7,5
00731G,00731G,Complete,Passed,2,-178,7,7,7,7,7,7,7,7,7,7,7,7
00732E,00732E,Complete,Passed,2,-197,6,6,7,7,2,6,6,6,6,6,7,6
00733C,00733C,Complete,Passed,2,-192,7,7,7,7,7,6,6,7,6,7,7,6
00735V,00735V,Complete,Passed,2,-214,7,7,7,7,7,6,6,7,6,7,6,6
00736T,00736T,Complete,Passed,2,-220,7,7,6,7,7,5,3,7,6,7,7,5
00738P,00738P,Complete,Passed,2,-194,7,7,7,7,7,7,6,7,7,7,6,6
00739N,00739N,Complete,Passed,2,-213,6,6,6,6,6,6,6,6,6,6,6,6
00743W,00743W,Complete,Passed,2,-189,7,7,7,7,7,7,5,5,6,7,6,5
00746Q,00746Q,Complete,Passed,2,-135,6,6,7,7,7,7,5,7,5,7,7,5
00747O,00747O,Complete,Passed,2,-186,7,7,6,6,7,5,5,6,5,7,6,5
00749K,00749K,Complete,Passed,2,-193,7,7,6,6,6,5,5,6,5,6,6,5
00750C,00750C,Complete,Passed,2,-197,4,4,7,7,4,4,7,7,7,4,7,7
00753T,00753T,Complete,Passed,2,-187,1,1,1,1,1,1,1,1,1,1,1,1
00755P,00755P,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
00756N,00756N,Complete,Passed,2,-159,7,7,7,7,7,7,6,7,7,7,7,6
00758J,00758J,Complete,Passed,2,-186,6,7,6,6,7,5,6,5,6,7,3,4
00759H,00759H,Complete,Passed,2,-184,7,7,6,5,7,5,4,4,6,7,3,6
00760W,00760W,Complete,Passed,2,-187,1,1,1,1,1,1,1,1,1,1,1,1
00761U,00761U,Complete,Passed,2,-147,7,7,6,6,7,6,6,6,6,7,7,6
00762S,00762S,Complete,Passed,2,-208,6,6,7,7,7,6,6,6,6,7,7,6
00764O,00764O,Complete,Passed,2,-210,7,7,7,7,7,7,7,7,7,7,7,7
00767I,00767I,Complete,Passed,2,-223,6,6,6,6,6,5,5,7,6,6,7,6
00768G,00768G,Complete,Passed,2,-191,7,7,6,6,7,5,6,4,6,7,5,5
00769E,00769E,Complete,Passed,2,-143,7,7,7,7,7,7,7,7,7,7,7,7
00772P,00772P,Complete,Passed,2,-198,7,7,7,7,7,7,7,7,7,7,7,7
00775J,00775J,Complete,Passed,2,-183,7,7,7,6,7,5,5,7,5,7,7,5
00777F,00777F,Complete,Passed,2,-198,7,7,1,1,7,7,7,1,7,7,1,7
00778D,00778D,Complete,Passed,2,-213,7,7,7,6,6,7,7,6,7,7,6,7
00780Q,00780Q,Complete,Passed,2,-207,6,6,6,6,6,6,6,6,6,6,6,6
00781O,00781O,Complete,Passed,2,-197,7,7,7,7,7,7,7,7,7,7,7,7
00783K,00783K,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
00786E,00786E,Complete,Passed,2,-197,6,4,5,3,2,4,4,1,2,4,5,1
00789V,00789V,Complete,Passed,2,-209,7,7,7,7,7,5,5,7,5,7,6,6
00793H,00793H,Complete,Passed,2,-190,7,7,7,7,7,7,6,6,7,7,6,6
00797W,00797W,Complete,Passed,2,-180,6,6,7,7,7,6,6,7,6,7,7,6
00799S,00799S,Complete,Passed,2,-185,7,7,6,6,7,5,5,6,6,7,6,6
00801L,00801L,Complete,Passed,2,-216,7,7,7,7,7,7,7,7,7,7,7,7
00802J,00802J,Complete,Passed,2,-193,7,7,5,6,7,4,3,5,6,7,5,4
00804F,00804F,Complete,Passed,2,-208,7,7,7,7,7,7,7,7,7,7,7,7
00807W,00807W,Complete,Passed,2,-188,5,7,6,5,7,7,7,5,7,7,6,7
00808U,00808U,Complete,Passed,2,-131,7,7,7,7,7,6,6,6,7,7,7,6
00810K,00810K,Complete,Passed,2,-172,7,6,6,6,6,6,7,6,7,7,6,7
00811I,00811I,Complete,Passed,2,-194,7,7,7,7,7,7,7,7,7,7,7,7
00812G,00812G,Complete,Passed,2,-208,7,7,7,7,7,7,7,7,7,7,7,7
00813E,00813E,Complete,Passed,2,-213,7,7,7,6,7,5,4,6,5,7,6,5
00816V,00816V,Complete,Passed,2,-219,7,7,7,7,7,7,7,7,7,7,7,7
00819P,00819P,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
00823B,00823B,Complete,Passed,2,-159,7,7,7,7,7,7,7,7,7,7,7,7
00824W,00824W,Complete,Passed,2,-198,7,7,7,7,7,6,6,7,7,7,7,7
00827Q,00827Q,Complete,Passed,2,-211,7,7,7,7,7,7,7,7,7,7,7,7
00828O,00828O,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,5
00831C,00831C,Complete,Passed,2,-183,5,5,5,3,5,5,6,3,6,5,4,6
00834T,00834T,Complete,Passed,2,-187,7,7,5,5,7,5,5,4,6,7,5,6
00835R,00835R,Complete,Passed,2,-200,6,6,6,6,6,5,5,6,5,6,6,5
00837N,00837N,Complete,Passed,2,-188,7,7,7,7,7,7,6,7,6,7,7,7
00839J,00839J,Complete,Passed,2,-220,3,4,3,2,7,6,5,3,5,6,1,5
00842U,00842U,Complete,Passed,2,-189,7,7,7,7,7,6,7,7,7,7,7,7
00843S,00843S,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
00845O,00845O,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
00846M,00846M,Complete,Passed,2,-184,7,7,4,6,7,1,1,4,1,7,4,1
00847K,00847K,Complete,Passed,2,-176,2,2,3,2,2,2,2,3,3,2,1,2
00849G,00849G,Complete,Passed,2,-194,6,6,7,7,7,6,6,5,6,7,6,6
00850V,00850V,Complete,Passed,2,-204,7,7,7,7,7,7,7,7,7,7,7,7
00851T,00851T,Complete,Passed,2,-146,6,6,4,6,6,4,4,6,5,6,5,5
00852R,00852R,Complete,Passed,2,-188,6,5,6,6,6,6,6,6,6,6,6,6
00856J,00856J,Complete,Passed,2,-183,5,4,7,7,4,5,4,7,5,6,6,5
00857H,00857H,Complete,Passed,2,-153,6,7,5,5,7,6,6,5,5,7,5,6
00858F,00858F,Complete,Passed,2,-185,7,7,7,7,7,7,6,7,7,7,7,7
00859D,00859D,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
00861Q,00861Q,Complete,Passed,2,-214,7,7,7,7,7,7,7,7,7,7,7,7
00862O,00862O,Complete,Passed,2,-193,7,7,7,7,7,6,6,7,7,7,7,6
00864K,00864K,Complete,Passed,2,-185,1,1,1,1,1,2,2,1,1,1,1,1
00865I,00865I,Complete,Passed,2,-201,7,7,6,6,7,7,7,5,6,7,7,6
00867E,00867E,Complete,Passed,2,-197,6,6,7,6,6,6,6,6,6,7,5,6
00868C,00868C,Complete,Passed,2,-147,7,7,7,7,7,6,6,7,6,7,7,6
00870P,00870P,Complete,Passed,2,-150,2,2,6,7,2,5,5,6,6,2,7,6
00874H,00874H,Complete,Passed,2,-193,7,7,7,7,7,6,5,7,6,7,7,5
00880M,00880M,Complete,Passed,2,-190,7,7,7,7,7,6,6,6,5,7,7,5
00883G,00883G,Complete,Passed,2,-211,1,1,1,1,4,4,3,1,1,4,1,1
00884E,00884E,Complete,Passed,2,-193,7,7,7,6,7,4,3,5,5,6,6,5
00888T,00888T,Complete,Passed,2,-129,7,7,7,7,7,7,7,7,6,7,7,6
00889R,00889R,Complete,Passed,2,-206,1,1,1,1,1,2,2,1,2,1,1,2
00890J,00890J,Complete,Passed,2,-205,6,7,6,6,6,6,6,7,6,7,6,7
00893D,00893D,Complete,Passed,2,-179,7,7,6,6,7,6,6,6,6,7,5,6
00897S,00897S,Complete,Passed,2,-186,7,7,7,7,7,7,7,7,7,7,7,7
00898Q,00898Q,Complete,Passed,2,-193,7,7,7,7,7,7,7,7,7,7,7,7
00899O,00899O,Complete,Passed,2,-190,7,7,7,7,7,6,6,7,6,7,7,6
00901H,00901H,Complete,Passed,2,-183,7,7,7,6,7,3,3,3,3,7,4,3
00902F,00902F,Complete,Passed,2,-157,7,7,7,7,7,7,7,7,7,7,7,7
00903D,00903D,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,7
00904B,00904B,Complete,Passed,2,-159,5,5,7,7,5,5,4,6,5,6,7,5
00906U,00906U,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
00907S,00907S,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
00911E,00911E,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
00914V,00914V,Complete,Passed,2,-186,7,7,7,7,7,7,7,7,7,7,7,7
00916R,00916R,Complete,Passed,2,-139,7,7,7,7,7,6,6,6,6,7,7,6
00918N,00918N,Complete,Passed,2,-205,7,7,2,2,7,6,6,2,7,7,5,7
00919L,00919L,Complete,Passed,2,-155,4,7,4,4,5,4,5,6,5,7,4,4
00922W,00922W,Complete,Passed,2,-201,7,7,7,7,7,7,7,7,7,7,7,7
00930A,00930A,Complete,Passed,2,-190,7,7,7,7,7,7,7,7,7,7,7,7
00931V,00931V,Complete,Passed,2,-192,7,7,5,6,7,7,7,5,7,7,4,7
00932T,00932T,Complete,Passed,2,-200,7,7,7,7,7,7,7,7,7,7,7,7
00935N,00935N,Complete,Passed,2,-191,7,7,6,6,7,5,5,6,5,7,5,4
00936L,00936L,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
00937J,00937J,Complete,Passed,2,-138,1,1,1,1,1,1,1,1,1,1,1,1
00941S,00941S,Complete,Passed,2,-190,7,7,7,7,7,5,5,7,5,7,7,5
00942Q,00942Q,Complete,Passed,2,-166,7,7,7,7,7,7,7,7,7,7,7,7
00943O,00943O,Complete,Passed,2,-205,7,7,7,7,7,7,6,7,6,7,7,6
00944M,00944M,Complete,Passed,2,-226,7,7,7,7,7,5,5,7,6,7,7,5
00945K,00945K,Complete,Passed,2,-195,7,7,7,7,7,7,7,7,7,7,7,7
00947G,00947G,Complete,Passed,2,-192,7,7,5,5,7,5,5,4,5,7,4,5
00948E,00948E,Complete,Passed,2,-187,3,3,3,5,3,5,4,5,5,4,2,5
00949C,00949C,Complete,Passed,2,-191,6,6,7,5,5,5,5,5,6,6,6,6
00950R,00950R,Complete,Passed,2,-193,7,7,7,7,6,5,4,7,7,7,6,4
00953L,00953L,Complete,Passed,2,-209,7,7,7,6,7,4,3,3,3,7,5,3
00955H,00955H,Complete,Passed,2,-202,7,7,7,7,7,7,7,7,7,7,7,7
00956F,00956F,Complete,Passed,2,-188,7,7,7,7,7,5,5,7,4,7,7,3
00958B,00958B,Complete,Passed,2,-207,5,5,7,7,5,5,5,7,6,5,7,5
00960O,00960O,Complete,Passed,2,-200,7,7,7,7,7,4,4,7,4,7,7,4
00961M,00961M,Complete,Passed,2,-197,7,6,6,6,6,5,5,6,6,6,5,5
00964G,00964G,Complete,Passed,2,-187,6,6,6,6,6,6,6,6,6,6,6,6
00965E,00965E,Complete,Passed,2,-186,6,6,7,6,6,7,6,6,7,6,7,7
00969T,00969T,Complete,Passed,2,-134,7,7,7,7,7,4,4,7,5,7,7,6
00978S,00978S,Complete,Passed,2,-195,7,7,7,7,7,6,6,7,7,7,7,7
00980I,00980I,Complete,Passed,2,-187,7,7,6,6,7,6,6,5,6,7,6,6
00982E,00982E,Complete,Passed,2,-185,7,7,6,6,7,6,5,5,7,7,6,6
00983C,00983C,Complete,Passed,2,-202,7,7,7,7,7,7,7,7,7,7,7,7
00984A,00984A,Complete,Passed,2,-186,7,7,7,7,7,6,6,7,7,7,7,7
00985V,00985V,Complete,Passed,2,-216,7,7,7,7,7,6,6,7,7,7,6,6
00986T,00986T,Complete,Passed,2,-154,6,6,7,7,7,6,6,7,6,7,7,6
00988P,00988P,Complete,Passed,2,-186,7,7,7,7,7,7,7,7,7,7,7,7
00990F,00990F,Complete,Passed,2,-194,7,7,7,7,7,7,7,7,7,7,7,7
00991D,00991D,Complete,Passed,2,-188,7,7,6,6,7,6,7,6,7,7,7,7
00994U,00994U,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
00996Q,00996Q,Complete,Passed,2,-156,7,7,7,7,7,6,6,7,6,7,7,6
00998M,00998M,Complete,Passed,2,-190,2,1,6,1,1,1,1,2,1,1,6,1
00999K,00999K,Complete,Passed,2,-191,7,7,7,7,7,7,7,6,7,7,7,6
01004J,01004J,Complete,Passed,2,-215,7,7,7,7,7,7,7,7,7,7,7,7
01010O,01010O,Complete,Passed,2,-195,7,7,7,7,7,7,6,7,7,7,7,7
01012K,01012K,Complete,Passed,2,-215,2,3,2,2,2,2,2,2,2,2,2,2
01013I,01013I,Complete,Passed,2,-192,6,7,6,6,7,6,6,6,6,7,6,6
01014G,01014G,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,7
01016C,01016C,Complete,Passed,2,-183,7,7,7,6,7,6,7,5,7,7,6,7
01017A,01017A,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
01020L,01020L,Complete,Passed,2,-192,7,7,7,7,7,6,6,7,5,7,6,5
01021J,01021J,Complete,Passed,2,-193,7,7,7,7,7,6,6,7,6,7,7,6
01022H,01022H,Complete,Passed,2,-184,6,7,7,7,7,6,7,7,6,7,7,6
01023F,01023F,Complete,Passed,2,-156,7,7,7,7,7,7,7,7,7,7,7,7
01031G,01031G,Complete,Passed,2,-218,7,7,6,6,6,5,5,7,5,7,7,6
01032E,01032E,Complete,Passed,2,-135,7,7,7,7,7,6,6,7,6,7,6,6
01034A,01034A,Complete,Passed,2,-213,7,7,7,7,7,7,7,7,7,7,7,7
01035V,01035V,Complete,Passed,2,-161,7,7,7,7,7,7,7,7,7,7,7,7
01036T,01036T,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,7,7
01038P,01038P,Complete,Passed,2,-171,6,7,6,6,7,5,5,6,6,6,7,5
01039N,01039N,Complete,Passed,2,-206,7,7,7,6,7,6,4,7,5,7,7,5
01043W,01043W,Complete,Passed,2,-168,7,7,7,7,7,7,7,7,7,7,7,7
01044U,01044U,Complete,Passed,2,-184,7,7,6,6,7,6,6,7,6,7,7,6
01047O,01047O,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
01050C,01050C,Complete,Passed,2,-196,7,7,7,7,7,7,7,7,7,7,7,7
01053T,01053T,Complete,Passed,2,-198,7,7,7,7,7,6,6,6,7,7,6,6
01057L,01057L,Complete,Passed,2,-223,4,4,1,1,4,5,5,1,5,5,1,1
01060W,01060W,Complete,Passed,2,-197,6,7,7,7,7,6,6,7,7,7,7,6
01064O,01064O,Complete,Passed,2,-190,7,7,7,7,7,7,7,7,7,7,7,7
01067I,01067I,Complete,Passed,2,-167,7,7,7,7,7,6,6,7,7,7,7,6
01068G,01068G,Complete,Passed,2,-197,7,6,6,6,6,5,5,6,5,7,5,5
01069E,01069E,Complete,Passed,2,-201,7,7,6,6,7,6,6,6,7,7,6,7
01073N,01073N,Complete,Passed,2,-193,7,4,7,7,4,7,2,7,4,6,7,2
01074L,01074L,Complete,Passed,2,-201,6,6,7,7,7,5,4,5,5,6,5,5
01075J,01075J,Complete,Passed,2,-149,6,7,6,5,7,5,5,3,5,7,5,4
01077F,01077F,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
01081O,01081O,Complete,Passed,2,-147,7,7,7,7,7,7,7,7,7,7,7,7
01083K,01083K,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
01088A,01088A,Complete,Passed,2,-190,6,6,7,6,6,6,6,7,6,6,6,6
01089V,01089V,Complete,Passed,2,-152,6,7,6,6,7,7,7,6,7,7,7,7
01092J,01092J,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,6,7
01095D,01095D,Complete,Passed,2,-157,7,7,7,7,7,7,7,7,7,7,7,7
01097W,01097W,Complete,Passed,2,-160,7,7,7,7,7,7,7,7,7,7,7,7
01099S,01099S,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,7,7
01102J,01102J,Complete,Passed,2,-206,7,7,6,7,7,4,4,6,4,7,6,4
01105D,01105D,Complete,Passed,2,-161,6,6,6,6,7,4,4,5,3,6,6,5
01114C,01114C,Complete,Passed,2,-195,7,7,7,7,7,7,7,7,7,7,7,7
01118R,01118R,Complete,Passed,2,-187,7,7,7,7,7,6,6,7,6,7,7,6
01122D,01122D,Complete,Passed,2,-164,7,6,7,6,7,6,6,5,5,7,6,6
01124W,01124W,Complete,Passed,2,-188,7,7,7,7,7,5,5,7,5,7,7,5
01127Q,01127Q,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
01129M,01129M,Complete,Passed,2,-195,6,6,5,5,6,5,5,3,5,6,4,5
01130E,01130E,Complete,Passed,2,-196,6,6,5,4,6,6,6,4,6,6,4,6
01134T,01134T,Complete,Passed,2,-216,7,7,7,7,7,7,7,7,7,7,7,7
01136P,01136P,Complete,Passed,2,-152,7,7,6,6,7,5,6,6,6,7,5,6
01137N,01137N,Complete,Passed,2,-146,6,6,6,6,6,6,5,5,5,5,5,4
01140B,01140B,Complete,Passed,2,-127,7,7,7,7,7,6,6,7,6,7,7,6
01144Q,01144Q,Complete,Passed,2,-118,7,7,5,7,7,6,5,7,5,7,7,5
01147K,01147K,Complete,Passed,2,-157,7,7,6,6,7,6,6,6,6,7,4,6
01150V,01150V,Complete,Passed,2,-192,7,7,7,7,7,6,5,7,5,7,7,5
01151T,01151T,Complete,Passed,2,-185,6,5,6,6,5,6,6,5,7,6,6,6
01154N,01154N,Complete,Passed,2,-204,7,7,7,7,7,6,5,7,5,7,7,5
01155L,01155L,Complete,Passed,2,-193,2,1,2,1,1,2,2,2,2,1,1,2
01156J,01156J,Complete,Passed,2,-193,7,7,7,7,7,7,7,7,7,7,7,7
01159D,01159D,Complete,Passed,2,-146,2,2,1,1,1,1,1,1,2,1,2,2
01160S,01160S,Complete,Passed,2,-195,7,3,5,5,5,6,5,5,5,5,5,5
01161Q,01161Q,Complete,Passed,2,-216,7,7,7,7,7,7,7,7,7,7,7,7
01162O,01162O,Complete,Passed,2,-190,5,4,5,4,4,7,7,5,7,5,5,7
01163M,01163M,Complete,Passed,2,-197,7,7,6,6,6,6,6,6,6,6,6,6
01165I,01165I,Complete,Passed,2,-196,6,7,7,7,7,6,6,7,7,7,7,7
01166G,01166G,Complete,Passed,2,-190,7,7,7,7,7,7,7,7,7,7,7,7
01167E,01167E,Complete,Passed,2,-194,7,7,7,7,7,7,7,7,7,7,7,7
01169A,01169A,Complete,Passed,2,-187,7,7,7,7,7,7,7,4,7,7,7,6
01170P,01170P,Complete,Passed,2,-190,7,7,7,7,7,6,7,7,7,7,7,7
01175F,01175F,Complete,Passed,2,-155,7,7,7,7,7,6,7,7,7,7,7,7
01177B,01177B,Complete,Passed,2,-212,7,7,5,5,7,6,6,4,6,7,6,6
01179U,01179U,Complete,Passed,2,-177,7,7,7,7,7,4,3,3,3,7,5,3
01181K,01181K,Complete,Passed,2,-188,7,6,7,7,7,5,6,6,5,7,6,5
01182I,01182I,Complete,Passed,2,-223,7,7,7,7,7,7,6,7,7,7,7,7
01184E,01184E,Complete,Passed,2,-189,6,6,6,6,6,5,5,6,5,6,6,5
01187V,01187V,Complete,Passed,2,-215,4,4,4,4,4,4,4,4,4,4,4,4
01190J,01190J,Complete,Passed,2,-185,6,6,6,6,6,5,5,6,5,6,6,5
01192F,01192F,Complete,Passed,2,-187,7,7,7,7,7,7,6,7,6,7,7,6
01194B,01194B,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
01198Q,01198Q,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
01200J,01200J,Complete,Passed,2,-186,1,7,7,7,7,2,1,7,7,7,7,5
01205W,01205W,Complete,Passed,2,-198,7,7,6,5,7,4,5,6,5,7,5,5
01206U,01206U,Complete,Passed,2,-217,7,7,7,7,7,7,7,7,7,7,7,7
01210G,01210G,Complete,Passed,2,-200,7,7,7,7,7,5,4,7,6,7,7,6
01212C,01212C,Complete,Passed,2,-210,7,7,7,7,7,7,7,7,7,7,7,7
01213A,01213A,Complete,Passed,2,-195,6,7,6,6,7,6,6,6,6,7,6,6
01214V,01214V,Complete,Passed,2,-186,7,6,7,7,7,6,7,7,7,6,6,7
01217P,01217P,Complete,Passed,2,-206,7,7,7,7,7,7,7,7,7,7,7,7
01222W,01222W,Complete,Passed,2,-190,1,1,1,1,1,1,1,1,1,1,1,1
01224S,01224S,Complete,Passed,2,-185,7,7,7,7,7,5,3,7,3,7,7,4
01225Q,01225Q,Complete,Passed,2,-214,6,6,7,7,7,5,5,7,5,7,6,6
01226O,01226O,Complete,Passed,2,-161,7,7,7,7,7,6,7,7,7,7,6,7
01229I,01229I,Complete,Passed,2,-213,7,7,7,7,7,7,6,7,7,7,7,7
01230A,01230A,Complete,Passed,2,-186,7,7,7,7,7,6,6,7,6,7,7,6
01235N,01235N,Complete,Passed,2,-198,7,6,7,7,7,7,7,7,7,7,7,7
01237J,01237J,Complete,Passed,2,-200,7,7,7,7,7,6,7,7,7,7,7,7
01238H,01238H,Complete,Passed,2,-144,6,6,7,5,6,5,5,5,5,5,6,4
01240U,01240U,Complete,Passed,2,-199,6,6,4,4,4,5,3,3,4,4,3,3
01241S,01241S,Complete,Passed,2,-202,7,7,7,7,7,7,7,7,7,7,7,7
01243O,01243O,Complete,Passed,2,-189,6,7,7,7,7,7,7,7,7,7,6,7
01245K,01245K,Complete,Passed,2,-130,7,7,7,7,7,6,6,6,6,7,7,7
01246I,01246I,Complete,Passed,2,-166,6,6,7,7,7,4,4,6,6,6,6,5
01247G,01247G,Complete,Passed,2,-208,7,7,6,7,7,6,6,6,6,7,6,6
01248E,01248E,Complete,Passed,2,-188,7,7,7,7,7,6,4,4,7,7,7,6
01251P,01251P,Complete,Passed,2,-202,6,7,7,7,7,5,7,7,6,7,7,7
01254J,01254J,Complete,Passed,2,-191,7,7,7,7,7,5,4,7,3,7,7,3
01257D,01257D,Complete,Passed,2,-185,6,7,4,3,7,6,6,2,6,7,2,4
01259W,01259W,Complete,Passed,2,-194,7,7,7,7,7,7,7,7,7,7,7,7
01262K,01262K,Complete,Passed,2,-165,7,7,7,7,7,7,7,7,7,7,7,7
01263I,01263I,Complete,Passed,2,-199,6,7,7,7,7,6,7,7,7,7,7,6
01265E,01265E,Complete,Passed,2,-196,7,7,7,7,7,7,7,7,7,7,7,7
01266C,01266C,Complete,Passed,2,-190,7,7,7,7,7,7,7,7,7,7,7,7
01268V,01268V,Complete,Passed,2,-189,7,7,7,7,7,7,7,7,7,7,7,7
01272H,01272H,Complete,Passed,2,-199,6,7,6,6,7,5,7,6,6,7,6,6
01276W,01276W,Complete,Passed,2,-184,3,4,3,3,4,4,5,2,7,5,4,5
01282E,01282E,Complete,Passed,2,-204,6,6,6,6,6,6,6,5,6,6,6,6
01286T,01286T,Complete,Passed,2,-203,7,7,7,7,7,7,7,7,7,7,7,7
01289N,01289N,Complete,Passed,2,-193,7,7,7,7,7,7,7,7,7,7,7,7
01290F,01290F,Complete,Passed,2,-188,6,7,4,4,2,2,1,2,3,4,2,4
01295S,01295S,Complete,Passed,2,-197,7,7,6,6,7,5,5,6,6,7,7,6
01296Q,01296Q,Complete,Passed,2,-187,7,7,7,7,7,7,6,7,7,7,7,7
01300F,01300F,Complete,Passed,2,-191,7,7,7,7,6,6,6,6,7,6,7,7
01303W,01303W,Complete,Passed,2,-187,7,7,7,7,7,6,4,6,7,7,5,7
01305S,01305S,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,7
01306Q,01306Q,Complete,Passed,2,-147,7,7,7,7,7,7,7,7,7,7,7,7
01310C,01310C,Complete,Passed,2,-220,6,6,6,5,7,5,5,6,5,7,6,4
01311A,01311A,Complete,Passed,2,-197,7,7,7,7,7,7,7,7,7,7,7,7
01313T,01313T,Complete,Passed,2,-163,7,7,6,6,7,6,5,6,6,6,6,6
01315P,01315P,Complete,Passed,2,-193,7,7,6,6,7,7,6,7,7,7,6,7
01317L,01317L,Complete,Passed,2,-150,7,7,7,7,7,7,7,7,7,7,7,7
01326K,01326K,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
01327I,01327I,Complete,Passed,2,-180,6,5,7,7,6,7,7,7,7,5,7,7
01331R,01331R,Complete,Passed,2,-187,7,7,7,6,7,6,6,7,7,7,7,7
01334L,01334L,Complete,Passed,2,-189,7,7,7,7,7,7,7,7,7,7,7,7
01335J,01335J,Complete,Passed,2,-185,1,1,1,1,1,1,1,1,1,1,1,1
01336H,01336H,Complete,Passed,2,-213,7,6,6,6,6,6,6,6,7,7,6,6
