PublicID,V1G_PublicID,V1G_Complete,V1G_Status,V1GVer,V1GDATE_INT,V1GA01,V1GA02,V1GA03,V1GA04,V1GA05,V1GA06,V1GA07,V1GA08,V1GA09,V1GA10,V1GA11,V1GA12
02779O,02779O,Complete,Passed,2,-190,5,5,6,4,5,6,5,5,6,6,4,6
02780G,02780G,Complete,Passed,2,174,6,6,6,4,4,5,4,4,5,7,6,4
02782C,02782C,Complete,Passed,2,-183,7,7,7,7,7,6,6,5,6,7,5,6
02784V,02784V,Complete,Passed,2,-200,6,6,6,6,6,6,6,6,6,6,6,6
02785T,02785T,Complete,Passed,2,-208,6,6,6,6,6,4,3,6,3,6,6,3
02787P,02787P,Complete,Passed,2,-206,7,7,6,5,7,5,5,5,3,7,6,5
02788N,02788N,Complete,Passed,2,-202,6,7,6,5,6,6,6,5,6,6,5,6
02789L,02789L,Complete,Passed,2,-168,6,6,,6,6,6,6,6,6,6,5,6
02790D,02790D,Complete,Passed,2,-192,2,1,1,1,1,4,4,1,4,1,1,4
02792W,02792W,Complete,Passed,2,-189,7,7,7,7,7,7,7,7,7,7,7,7
02798K,02798K,Complete,Passed,2,-192,6,7,6,6,7,6,6,7,6,6,7,6
02801B,02801B,Complete,Passed,2,-186,7,7,7,7,7,7,6,6,6,7,7,7
02803U,02803U,Complete,Passed,2,-216,1,1,1,1,1,1,1,1,1,1,1,1
02805Q,02805Q,Complete,Passed,2,-148,6,6,7,7,7,6,6,7,7,7,7,7
02806O,02806O,Complete,Passed,2,-186,7,7,7,7,7,7,7,7,7,7,7,7
02808K,02808K,Complete,Passed,2,-139,7,7,7,7,7,7,7,7,7,7,6,7
02813R,02813R,Complete,Passed,2,-209,6,6,6,5,5,4,4,4,5,7,5,5
02815N,02815N,Complete,Passed,2,-190,7,7,7,7,7,6,6,7,7,7,7,6
02816L,02816L,Complete,Passed,2,-190,7,7,7,7,7,7,7,6,6,7,6,6
02817J,02817J,Complete,Passed,2,-183,7,7,5,5,7,6,6,4,6,7,4,6
02819F,02819F,Complete,Passed,2,-195,7,5,5,5,5,7,5,5,7,7,6,7
02824M,02824M,Complete,Passed,2,-237,7,7,7,7,7,7,7,7,7,7,7,7
02825K,02825K,Complete,Passed,2,-188,7,7,6,6,7,5,2,6,3,7,5,3
02828E,02828E,Complete,Passed,2,-190,7,7,6,6,7,6,6,6,6,7,6,6
02831P,02831P,Complete,Passed,2,-201,7,7,7,7,7,7,7,7,7,7,7,7
02834J,02834J,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
02835H,02835H,Complete,Passed,2,-185,7,7,7,7,7,7,7,6,6,7,7,6
02837D,02837D,Complete,Passed,2,-182,7,7,7,7,7,7,7,7,6,7,1,1
02839W,02839W,Complete,Passed,2,-207,5,5,6,6,6,6,6,6,6,6,6,6
02841M,02841M,Complete,Passed,2,-188,6,6,4,6,6,4,4,6,4,6,6,5
02842K,02842K,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
02847A,02847A,Complete,Passed,2,-206,4,5,7,7,7,6,5,4,4,5,7,4
02848V,02848V,Complete,Passed,2,-212,7,7,6,7,7,5,5,6,6,7,7,6
02851J,02851J,Complete,Passed,2,-144,7,7,6,7,7,7,7,6,7,7,7,7
02852H,02852H,Complete,Passed,2,-161,6,7,6,6,6,4,3,7,4,7,7,4
02853F,02853F,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
02854D,02854D,Complete,Passed,2,-194,7,7,7,7,7,6,6,6,6,7,7,6
02855B,02855B,Complete,Passed,2,-190,6,6,6,6,7,6,6,6,6,7,6,6
02856W,02856W,Complete,Passed,2,-212,7,7,7,7,7,7,7,7,7,7,7,7
02857U,02857U,Complete,Passed,2,-201,7,7,7,7,7,7,7,7,7,7,7,7
02859Q,02859Q,Complete,Passed,2,-143,1,1,4,4,1,4,4,3,4,1,1,4
02860I,02860I,Complete,Passed,2,-138,2,1,1,1,1,2,2,1,2,1,1,2
02861G,02861G,Complete,Passed,2,-211,7,7,7,7,6,6,6,6,6,6,6,6
02862E,02862E,Complete,Passed,2,-184,7,7,7,7,7,7,7,6,7,7,7,7
02863C,02863C,Complete,Passed,2,-190,7,7,7,6,7,7,7,7,7,6,6,7
02866T,02866T,Complete,Passed,2,-190,7,7,7,7,7,5,6,7,7,7,7,7
02869N,02869N,Complete,Passed,2,-190,6,6,5,4,6,6,6,4,6,6,4,6
02870F,02870F,Complete,Passed,2,-197,7,7,7,7,7,7,7,7,7,7,7,7
02871D,02871D,Complete,Passed,2,-165,7,7,7,7,7,7,7,7,7,7,7,7
02879K,02879K,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
02880C,02880C,Complete,Passed,2,-217,7,7,7,7,7,7,7,7,7,7,7,7
02881A,02881A,Complete,Passed,2,-184,6,7,7,7,6,6,6,6,6,7,6,6
02882V,02882V,Complete,Passed,2,-193,7,7,7,7,7,7,7,7,7,7,7,7
02883T,02883T,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
02884R,02884R,Complete,Passed,2,-150,7,7,7,7,7,6,7,7,7,7,7,7
02885P,02885P,Complete,Passed,2,-216,7,7,6,6,7,6,6,6,7,7,7,7
02888J,02888J,Complete,Passed,2,-215,7,7,6,6,7,5,5,7,5,7,6,5
02889H,02889H,Complete,Passed,2,-201,7,7,7,7,7,6,6,7,7,7,7,7
02890W,02890W,Complete,Passed,2,-192,7,7,7,7,7,7,7,6,7,7,7,7
02893Q,02893Q,Complete,Passed,2,-149,7,7,7,7,7,7,4,7,6,7,7,6
02894O,02894O,Complete,Passed,2,-201,1,5,7,5,1,4,4,5,3,1,7,4
02895M,02895M,Complete,Passed,2,-144,7,7,7,7,7,7,7,7,7,7,6,7
02896K,02896K,Complete,Passed,2,-204,7,7,7,7,7,7,7,7,7,7,7,7
02898G,02898G,Complete,Passed,2,-137,6,7,7,7,6,6,7,7,7,7,7,7
02899E,02899E,Complete,Passed,2,-133,6,6,7,7,7,7,7,6,7,7,7,7
02900W,02900W,Complete,Passed,2,-208,7,7,6,6,7,4,3,5,3,7,5,3
02901U,02901U,Complete,Passed,2,-197,7,7,7,7,7,4,4,7,5,7,6,4
02905M,02905M,Complete,Passed,2,-210,7,7,7,7,7,7,7,7,7,7,7,7
02906K,02906K,Complete,Passed,2,-153,6,6,7,7,7,5,6,7,6,7,7,5
02907I,02907I,Complete,Passed,2,-195,7,7,1,1,7,3,1,1,3,7,1,3
02908G,02908G,Complete,Passed,2,-193,7,7,7,7,7,6,5,7,5,7,7,5
02909E,02909E,Complete,Passed,2,-209,7,7,7,7,7,7,7,7,7,7,7,7
02911R,02911R,Complete,Passed,2,-186,4,4,7,7,4,4,5,4,4,4,7,7
02912P,02912P,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,7,7
02913N,02913N,Complete,Passed,2,-155,7,7,7,7,7,6,6,6,7,7,6,7
02914L,02914L,Complete,Passed,2,-180,7,7,7,7,7,7,7,7,7,7,7,7
02916H,02916H,Complete,Passed,2,-197,7,7,7,7,7,7,6,7,7,7,7,7
02917F,02917F,Complete,Passed,2,-184,7,6,6,6,6,6,4,6,6,7,6,6
02918D,02918D,Complete,Passed,2,-186,7,7,7,6,7,7,7,5,7,7,5,7
02925G,02925G,Complete,Passed,2,-203,7,7,7,7,7,7,7,7,7,7,7,7
02926E,02926E,Complete,Passed,2,-141,7,7,7,7,7,7,7,7,7,7,7,7
02927C,02927C,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
02928A,02928A,Complete,Passed,2,-196,7,7,6,7,7,6,6,7,7,7,7,7
02932J,02932J,Complete,Passed,2,-193,7,7,7,7,7,7,7,7,7,7,7,7
02933H,02933H,Complete,Passed,2,-189,6,7,7,6,7,6,6,6,6,7,7,7
02938U,02938U,Complete,Passed,2,-188,7,7,6,6,7,7,7,6,7,7,6,7
02943E,02943E,Complete,Passed,2,-147,7,7,7,7,7,7,7,7,7,7,7,7
02944C,02944C,Complete,Passed,2,-132,7,7,7,7,7,7,7,7,7,7,7,7
02948R,02948R,Complete,Passed,2,-184,7,7,6,7,7,6,6,6,7,7,6,6
02950H,02950H,Complete,Passed,2,-186,7,7,7,6,7,7,6,7,7,7,7,7
02951F,02951F,Complete,Passed,2,-146,1,1,1,1,1,2,2,1,1,1,1,1
02952D,02952D,Complete,Passed,2,-185,7,6,5,4,6,6,5,4,5,6,5,5
02954W,02954W,Complete,Passed,2,-212,7,7,7,7,7,5,6,7,6,7,7,6
02957Q,02957Q,Complete,Passed,2,-199,7,7,7,7,7,7,7,7,7,7,7,7
02958O,02958O,Complete,Passed,2,-193,7,7,7,7,7,7,7,7,7,7,7,7
02961C,02961C,Complete,Passed,2,-200,6,6,6,6,6,4,4,6,4,6,6,4
02962A,02962A,Complete,Passed,2,-208,7,7,7,7,1,1,1,1,7,7,7,1
02965R,02965R,Complete,Passed,2,-185,7,7,7,7,6,6,5,7,5,7,7,5
02968L,02968L,Complete,Passed,2,-201,6,6,7,7,5,7,7,7,7,5,7,7
02972U,02972U,Complete,Passed,2,-212,7,7,7,7,7,7,7,7,7,7,7,7
02974Q,02974Q,Complete,Passed,2,-189,7,7,7,7,7,7,7,7,7,7,7,7
02977K,02977K,Complete,Passed,2,-184,7,7,7,6,7,6,5,7,6,7,7,5
02978I,02978I,Complete,Passed,2,-197,7,7,7,7,7,6,6,7,6,7,7,7
02982R,02982R,Complete,Passed,2,-141,7,7,7,7,7,7,7,7,7,7,7,7
02983P,02983P,Complete,Passed,2,-216,6,6,5,4,6,6,6,4,6,6,4,6
02984N,02984N,Complete,Passed,2,-190,7,7,7,6,7,7,7,4,7,7,7,7
02987H,02987H,Complete,Passed,2,-202,7,7,6,6,7,6,5,6,6,7,6,6
02988F,02988F,Complete,Passed,2,-191,6,6,6,6,6,5,5,4,5,6,6,5
02989D,02989D,Complete,Passed,2,-193,7,7,7,7,7,6,4,7,4,7,7,4
02991Q,02991Q,Complete,Passed,2,-206,5,5,7,7,5,4,4,7,4,5,7,4
02993M,02993M,Complete,Passed,2,-165,6,7,7,7,7,4,4,7,5,7,5,5
02994K,02994K,Complete,Passed,2,-196,6,7,6,6,7,6,6,6,6,7,6,6
03000H,03000H,Complete,Passed,2,-199,7,7,6,6,7,6,7,6,7,7,6,7
03002D,03002D,Complete,Passed,2,-146,7,7,7,7,7,6,5,7,6,7,7,7
03003B,03003B,Complete,Passed,2,-227,7,6,6,6,7,6,5,6,5,6,6,5
03006S,03006S,Complete,Passed,2,-156,7,7,7,7,7,7,7,7,7,7,7,7
03007Q,03007Q,Complete,Passed,2,-216,7,7,7,7,7,4,5,7,5,5,7,7
03009M,03009M,Complete,Passed,2,-133,7,7,6,6,7,7,7,5,7,7,6,7
03010E,03010E,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,7
03011C,03011C,Complete,Passed,2,-189,7,7,7,7,7,6,6,7,7,7,7,6
03012A,03012A,Complete,Passed,2,-214,7,7,7,7,7,7,7,7,7,7,7,7
03014T,03014T,Complete,Passed,2,-185,6,7,6,6,7,6,6,6,6,6,6,6
03015R,03015R,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
03016P,03016P,Complete,Passed,2,-194,7,7,7,7,7,7,7,7,7,7,7,7
03017N,03017N,Complete,Passed,2,-141,7,7,7,7,7,7,6,7,7,7,7,7
03019J,03019J,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,6
03022U,03022U,Complete,Passed,2,-230,7,7,7,7,7,7,7,7,7,7,7,7
03023S,03023S,Complete,Passed,2,-196,2,2,7,7,6,5,5,4,6,4,5,5
03024Q,03024Q,Complete,Passed,2,-196,7,7,6,7,7,6,6,6,6,7,6,6
03029G,03029G,Complete,Passed,2,-203,7,7,7,7,7,7,7,7,7,7,7,7
03031T,03031T,Complete,Passed,2,-190,5,5,7,6,5,4,4,6,5,6,5,5
03032R,03032R,Complete,Passed,2,-196,7,7,6,5,7,6,6,7,7,7,6,7
03033P,03033P,Complete,Passed,2,-200,7,7,7,7,7,7,7,7,7,7,7,7
03035L,03035L,Complete,Passed,2,-212,7,7,7,7,7,4,4,7,4,7,7,5
03038F,03038F,Complete,Passed,2,-204,7,7,7,7,7,6,6,7,6,7,6,6
03042O,03042O,Complete,Passed,2,-165,7,7,7,7,7,7,7,7,7,7,7,7
03045I,03045I,Complete,Passed,2,-207,7,7,7,6,7,7,7,6,7,7,7,7
03048C,03048C,Complete,Passed,2,-146,7,7,7,7,7,6,7,7,7,7,7,7
03055F,03055F,Complete,Passed,2,-189,6,6,1,2,7,6,6,2,7,7,2,7
03056D,03056D,Complete,Passed,2,-196,7,7,7,7,7,7,7,7,7,7,7,7
03060M,03060M,Complete,Passed,2,-207,7,7,7,7,7,6,6,7,7,7,7,7
03063G,03063G,Complete,Passed,2,-192,7,7,1,1,7,6,6,1,6,7,1,6
03066A,03066A,Complete,Passed,2,-197,7,7,7,7,7,5,6,6,6,7,7,6
03071H,03071H,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,7
03072F,03072F,Complete,Passed,2,-197,7,7,7,7,7,7,7,7,7,7,7,7
03074B,03074B,Complete,Passed,2,-193,6,6,7,7,7,3,4,5,6,7,7,7
03075W,03075W,Complete,Passed,2,-186,7,7,7,6,6,6,6,6,6,7,6,6
03077S,03077S,Complete,Passed,2,-213,7,7,7,7,7,7,7,7,7,7,7,7
03078Q,03078Q,Complete,Passed,2,-189,7,7,6,6,7,6,6,6,6,7,6,6
03079O,03079O,Complete,Passed,2,-186,7,7,7,7,7,7,5,7,7,7,7,5
03081E,03081E,Complete,Passed,2,-197,7,7,7,7,7,7,7,7,7,7,7,7
03082C,03082C,Complete,Passed,2,-170,7,7,5,5,7,6,6,5,6,7,5,6
03083A,03083A,Complete,Passed,2,-177,7,7,7,7,7,7,7,7,7,7,7,7
03086R,03086R,Complete,Passed,2,-200,6,7,7,7,7,6,6,7,7,7,7,7
03089L,03089L,Complete,Passed,2,-226,6,3,6,6,5,5,5,4,4,5,6,4
03092W,03092W,Complete,Passed,2,-148,7,7,7,7,7,7,7,7,7,7,7,7
03094S,03094S,Complete,Passed,2,-198,7,7,7,7,7,7,7,7,7,7,7,7
03097M,03097M,Complete,Passed,2,-210,7,7,7,6,7,7,6,6,5,7,6,5
03098K,03098K,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
03099I,03099I,Complete,Passed,2,-194,7,7,6,6,6,7,7,6,7,7,5,7
03101B,03101B,Complete,Passed,2,-169,7,7,5,5,7,6,5,6,6,7,5,6
03103U,03103U,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,7
03106O,03106O,Complete,Passed,2,-225,3,2,6,6,3,3,3,4,5,2,6,3
03109I,03109I,Complete,Passed,2,-202,7,7,7,7,7,7,7,6,7,7,5,7
03110A,03110A,Complete,Passed,2,-207,7,7,7,7,7,6,7,6,6,7,7,6
03112T,03112T,Complete,Passed,2,-183,7,7,4,2,7,4,7,1,1,7,2,6
03116L,03116L,Complete,Passed,2,-223,4,6,3,3,4,4,5,1,7,7,4,6
03118H,03118H,Complete,Passed,2,-215,7,7,7,7,7,7,7,7,7,7,7,7
03119F,03119F,Complete,Passed,2,-185,7,7,7,7,7,5,4,7,5,7,7,5
03122Q,03122Q,Complete,Passed,2,-196,7,7,7,7,7,5,7,7,7,7,7,6
03124M,03124M,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
03125K,03125K,Complete,Passed,2,-183,6,6,6,6,6,6,5,5,6,6,6,6
03126I,03126I,Complete,Passed,2,-199,7,7,7,7,7,7,6,7,6,7,7,6
03127G,03127G,Complete,Passed,2,-161,7,7,7,7,7,7,7,7,7,7,7,7
03130R,03130R,Complete,Passed,2,-192,7,7,7,7,7,7,5,7,6,7,7,5
03132N,03132N,Complete,Passed,2,-201,7,7,7,7,7,7,7,7,7,7,7,7
03135H,03135H,Complete,Passed,2,-138,1,1,1,1,1,1,1,1,1,1,1,1
03138B,03138B,Complete,Passed,2,-149,6,6,5,5,6,6,4,5,6,6,5,6
03139W,03139W,Complete,Passed,2,-194,7,7,7,7,7,6,6,7,6,7,7,6
03140O,03140O,Complete,Passed,2,-213,6,5,3,4,5,5,6,3,5,7,5,5
03141M,03141M,Complete,Passed,2,-180,7,7,7,7,7,7,7,7,7,7,7,7
03142K,03142K,Complete,Passed,2,-184,7,7,7,7,7,1,1,7,1,7,7,1
03145E,03145E,Complete,Passed,2,-231,7,7,7,7,7,6,6,7,6,7,6,6
03153F,03153F,Complete,Passed,2,-194,6,6,7,7,7,5,5,7,5,6,7,4
03155B,03155B,Complete,Passed,2,-169,6,6,6,6,6,6,6,6,6,6,6,6
03158S,03158S,Complete,Passed,2,-177,7,7,5,5,7,4,4,5,6,7,5,5
03159Q,03159Q,Complete,Passed,2,-186,7,7,7,7,7,6,6,7,6,7,7,6
03160I,03160I,Complete,Passed,2,-199,7,7,7,7,7,7,7,5,7,7,7,7
03162E,03162E,Complete,Passed,2,-213,7,7,7,7,7,7,7,7,7,7,7,7
03168P,03168P,Complete,Passed,2,-198,7,7,7,7,7,7,7,7,7,7,6,6
03169N,03169N,Complete,Passed,2,-186,7,7,7,7,7,7,7,6,6,7,7,6
03171D,03171D,Complete,Passed,2,-205,4,4,6,5,4,5,5,5,6,5,5,6
03174U,03174U,Complete,Passed,2,-186,7,7,5,3,7,6,6,5,7,7,5,7
03175S,03175S,Complete,Passed,2,-196,7,7,7,7,7,6,6,7,6,7,6,6
03176Q,03176Q,Complete,Passed,2,-185,7,7,7,7,7,7,7,6,6,7,7,7
03181A,03181A,Complete,Passed,2,-190,7,7,7,6,7,7,6,6,7,7,7,7
03184R,03184R,Complete,Passed,2,-186,7,7,7,7,7,6,7,7,7,7,7,7
03185P,03185P,Complete,Passed,2,-183,6,6,6,6,6,4,3,6,3,6,6,3
03186N,03186N,Complete,Passed,2,-199,1,1,1,1,1,1,1,1,1,1,1,1
03193Q,03193Q,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,7
03195M,03195M,Complete,Passed,2,-199,7,7,7,7,7,7,7,7,7,7,7,7
03196K,03196K,Complete,Passed,2,-178,6,6,7,7,6,6,5,6,5,6,6,6
03198G,03198G,Complete,Passed,2,-193,7,7,7,7,7,6,6,6,6,7,7,7
03200W,03200W,Complete,Passed,2,-190,7,7,7,7,7,6,6,7,7,7,7,6
03201U,03201U,Complete,Passed,2,-195,7,7,7,7,7,7,7,7,7,7,7,7
03202S,03202S,Complete,Passed,2,-184,1,1,3,2,1,3,3,2,2,1,4,3
03204O,03204O,Complete,Passed,2,-208,7,7,4,4,7,7,4,4,7,7,4,7
03207I,03207I,Complete,Passed,2,-347,7,7,7,7,7,7,7,7,7,7,7,7
03208G,03208G,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
03210T,03210T,Complete,Passed,2,-188,7,7,7,7,7,7,7,6,7,7,7,6
03211R,03211R,Complete,Passed,2,-200,7,7,7,7,7,7,7,7,7,7,7,7
03212P,03212P,Complete,Passed,2,-185,7,7,7,7,7,7,7,5,7,7,5,7
03216H,03216H,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
03217F,03217F,Complete,Passed,2,-197,7,6,7,7,7,6,6,7,6,7,7,6
03221O,03221O,Complete,Passed,2,-156,7,7,6,5,7,6,6,5,6,7,7,5
03222M,03222M,Complete,Passed,2,-192,7,7,7,7,7,6,6,7,6,7,7,6
03229V,03229V,Complete,Passed,2,-141,7,7,6,6,6,6,6,6,5,7,5,5
03230N,03230N,Complete,Passed,2,-204,7,7,7,7,7,7,7,7,7,7,7,7
03231L,03231L,Complete,Passed,2,-203,7,7,7,7,7,7,7,7,7,7,7,7
03232J,03232J,Complete,Passed,2,-184,7,7,7,4,7,4,4,6,5,7,5,5
03233H,03233H,Complete,Passed,2,-144,7,7,7,7,7,7,7,7,7,7,7,7
03234F,03234F,Complete,Reviewed,2,-186,7,7,,,7,,,,,7,,
03235D,03235D,Complete,Passed,2,-186,5,5,5,5,6,5,4,4,5,6,4,5
03239S,03239S,Complete,Passed,2,-186,6,7,6,4,7,4,2,2,3,6,5,3
03242G,03242G,Complete,Passed,2,-208,7,7,5,4,7,6,6,4,7,7,5,6
03244C,03244C,Complete,Passed,2,-148,7,7,7,7,7,5,4,6,4,7,6,4
03247T,03247T,Complete,Passed,2,-160,7,7,7,7,7,7,7,7,7,7,7,7
03248R,03248R,Complete,Passed,2,-192,7,7,7,7,7,6,6,7,7,7,7,7
03252D,03252D,Complete,Passed,2,-200,7,7,7,7,7,7,7,7,7,7,7,7
03254W,03254W,Complete,Passed,2,-177,1,1,1,1,1,1,1,1,1,1,1,1
03255U,03255U,Complete,Passed,2,-216,6,6,6,6,6,6,6,6,6,6,6,6
03258O,03258O,Complete,Passed,2,-196,1,1,1,2,2,2,2,2,1,2,1,2
03259M,03259M,Complete,Passed,2,-138,2,2,2,2,2,2,2,2,2,2,2,2
03260E,03260E,Complete,Passed,2,-141,7,7,7,7,7,7,7,7,7,7,5,7
03263V,03263V,Complete,Passed,2,-203,6,7,7,7,7,6,7,7,7,7,7,7
03269J,03269J,Complete,Passed,2,-195,7,7,7,7,7,7,7,7,7,7,7,7
03270B,03270B,Complete,Passed,2,-185,7,7,5,4,7,2,4,3,4,7,5,5
03277K,03277K,Complete,Passed,2,-197,7,7,4,5,7,4,4,5,6,7,6,5
03278I,03278I,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
03279G,03279G,Complete,Passed,2,-202,7,7,7,6,7,6,6,6,6,7,6,6
03281T,03281T,Complete,Passed,2,-198,4,4,4,3,4,4,3,1,4,6,4,4
03283P,03283P,Complete,Passed,2,-215,7,7,7,7,7,7,7,7,7,7,7,7
03286J,03286J,Complete,Passed,2,-188,2,6,6,6,7,7,7,7,7,6,7,7
03287H,03287H,Complete,Passed,2,-223,1,1,1,1,1,1,1,1,1,1,1,1
03288F,03288F,Complete,Passed,2,-191,6,7,4,5,6,4,5,6,6,6,5,5
03291Q,03291Q,Complete,Passed,2,-199,7,7,7,7,7,7,7,7,7,7,7,7
03294K,03294K,Complete,Passed,2,-145,7,7,7,7,7,6,6,7,6,7,7,7
03296G,03296G,Complete,Passed,2,-217,6,6,6,6,6,5,5,5,6,6,6,6
03297E,03297E,Complete,Passed,2,-189,7,7,5,5,7,7,7,5,7,7,5,7
03299A,03299A,Complete,Passed,2,-188,7,7,7,7,7,5,5,6,5,7,7,5
03301Q,03301Q,Complete,Passed,2,-195,7,7,7,7,7,7,7,7,7,7,7,7
03304K,03304K,Complete,Passed,2,-184,7,7,7,7,7,6,6,7,6,7,7,6
03305I,03305I,Complete,Passed,2,-191,7,7,7,7,7,7,6,7,7,7,6,6
03306G,03306G,Complete,Passed,2,-191,7,7,7,7,7,5,5,7,6,7,7,6
03307E,03307E,Complete,Passed,2,-188,6,7,7,7,7,7,7,7,7,6,7,7
03308C,03308C,Complete,Passed,2,-194,7,7,6,7,7,5,6,6,7,7,7,7
03310P,03310P,Complete,Passed,2,-197,7,7,7,7,7,6,6,7,6,7,6,6
03311N,03311N,Complete,Passed,2,-191,6,7,7,7,7,7,7,7,7,7,7,7
03315F,03315F,Complete,Passed,2,-155,7,7,7,7,7,7,7,7,7,7,7,7
03316D,03316D,Complete,Passed,2,-178,7,7,7,7,7,7,7,7,7,7,7,7
03317B,03317B,Complete,Passed,2,-186,7,7,7,7,7,7,7,7,7,7,7,7
03319U,03319U,Complete,Passed,2,-189,7,7,7,7,7,7,7,7,7,7,7,7
03320M,03320M,Complete,Passed,2,-212,5,5,6,5,5,5,4,4,4,5,6,4
03322I,03322I,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
03323G,03323G,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,7,7
03325C,03325C,Complete,Passed,2,-192,7,7,7,6,7,7,7,5,7,7,7,7
03327V,03327V,Complete,Passed,2,-189,7,7,7,7,7,7,7,7,7,7,7,7
03328T,03328T,Complete,Passed,2,-190,7,7,7,7,7,7,7,7,7,7,7,7
03333D,03333D,Complete,Passed,2,-149,7,7,5,4,6,5,5,4,5,7,4,6
03337S,03337S,Complete,Passed,2,-190,7,7,7,7,7,7,7,7,7,7,7,7
03341E,03341E,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
03342C,03342C,Complete,Passed,2,-189,7,7,7,7,7,7,7,7,7,7,7,7
03345T,03345T,Complete,Passed,2,-183,7,7,7,7,7,7,6,7,6,7,7,7
03346R,03346R,Complete,Passed,2,-202,7,7,7,7,7,5,5,7,5,7,7,5
03347P,03347P,Complete,Passed,2,-194,6,6,7,6,6,6,6,6,6,6,6,6
03348N,03348N,Complete,Passed,2,-123,7,7,7,7,7,7,7,7,7,7,7,7
03349L,03349L,Complete,Passed,2,-200,6,6,7,7,6,6,6,7,7,7,7,7
03350D,03350D,Complete,Passed,2,-162,7,7,7,7,7,6,6,6,6,7,7,7
03353U,03353U,Complete,Passed,2,-187,6,6,6,6,6,6,6,6,6,6,6,6
03354S,03354S,Complete,Passed,2,-186,7,7,7,7,7,6,4,7,6,7,7,5
03355Q,03355Q,Complete,Passed,2,-184,7,7,7,7,7,5,7,7,7,7,7,7
03356O,03356O,Complete,Passed,2,-197,7,7,7,7,7,6,4,7,7,7,7,7
03360A,03360A,Complete,Passed,2,-186,7,7,6,6,7,6,6,4,6,7,5,6
03364P,03364P,Complete,Passed,2,-200,7,7,7,7,7,7,6,6,6,6,6,5
03370U,03370U,Complete,Passed,2,-186,6,5,7,5,5,6,6,5,2,2,6,6
03372Q,03372Q,Complete,Passed,2,-203,7,7,7,7,7,6,5,6,6,7,7,5
03376I,03376I,Complete,Passed,2,-184,6,7,6,6,7,5,6,7,6,7,7,5
03378E,03378E,Complete,Passed,2,-189,6,7,7,7,7,5,5,6,7,7,6,6
03379C,03379C,Complete,Passed,2,-189,7,7,7,7,7,6,6,6,6,7,7,6
03380R,03380R,Complete,Passed,2,-203,6,6,4,6,7,4,2,6,6,7,6,6
03386F,03386F,Complete,Passed,2,-194,7,7,7,7,7,7,7,7,7,7,7,7
03391M,03391M,Complete,Passed,2,-205,7,7,7,7,7,7,6,7,7,7,7,6
03392K,03392K,Complete,Passed,2,-151,7,7,5,4,7,4,3,4,4,7,4,3
03397A,03397A,Complete,Passed,2,-151,7,7,6,6,7,7,7,6,7,7,7,7
03399T,03399T,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
03403I,03403I,Complete,Passed,2,-188,6,6,5,6,6,7,7,6,7,6,6,6
03406C,03406C,Complete,Passed,2,-197,7,7,6,5,7,5,5,5,6,7,6,6
03407A,03407A,Complete,Passed,2,-150,6,6,6,6,6,6,6,6,7,7,7,7
03408V,03408V,Complete,Passed,2,-187,6,6,6,6,6,6,6,6,6,6,6,6
03410L,03410L,Complete,Passed,2,-183,6,6,7,7,7,7,7,7,7,7,7,7
03412H,03412H,Complete,Passed,2,-158,7,7,7,7,7,7,7,7,7,7,7,7
03413F,03413F,Complete,Passed,2,-189,5,7,7,3,2,7,7,4,7,4,7,7
03414D,03414D,Complete,Passed,2,-223,7,7,6,7,7,7,7,7,7,7,7,7
03416W,03416W,Complete,Passed,2,-185,7,7,6,5,7,5,6,6,6,7,5,6
03419Q,03419Q,Complete,Passed,2,-196,7,7,7,7,7,6,6,4,4,7,5,4
03421G,03421G,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
03422E,03422E,Complete,Passed,2,-190,6,6,7,7,6,7,7,7,7,6,7,7
